generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_unknown	pop_size_woodhousii	pop_size_nebulifer	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-61370.7949834349711	11.323208523461016	1	1	1	0.00636282097320667664	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-59525.4137981549866	47.0035759960352237	1	1	8	0.00679176624051415229	1	0.5	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606
20	-58429.1645656909968	36.6595480665833051	1	1	6	0.00764247838845276677	1	0.5	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606	0.000523730599709720606
30	-57470.2948142454406	52.5620650663292963	1	1	9	0.00892471552825198008	1	0.5	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887	0.000539229495905273887
40	-57013.8945271777047	53.0968465073536464	1	1	9	0.00890693134373063064	1	0.5	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036	0.000547000751723464036
50	-56815.6194217009615	58.854618235493092	1	1	10	0.00875107925378800638	1	0.5	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728	0.000561752480534595728
60	-56600.9639978549094	53.698191465245074	1	1	9	0.00906256221237266429	1	0.5	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354	0.000567971284677750354
70	-56536.3085053076356	50.9788841508885113	1	1	8	0.0093602071939289655	1	0.5	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192	0.000578485479460490192
80	-56513.1153453902516	50.494311615460262	1	1	8	0.0101738200498159674	1	0.5	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952	0.000577209009532585952
90	-56419.0395791561023	55.1987495079525701	1	1	9	0.01082302333187889	1	0.5	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054	0.000554772180482747054
100	-56374.4154043344606	66.439436094471148	1	1	11	0.0116367240516204225	1	0.5	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384	0.000573027354084083384
110	-56352.5123906448716	70.8601142473493297	1	1	12	0.0120670486253115269	1	0.5	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987	0.00058754251610749987
120	-56309.6527817559399	61.8165505411371612	1	1	10	0.0132495342120613792	1	0.5	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106	0.000588253954329994106
130	-56294.541654383167	70.5822170883419346	1	1	12	0.0147908331943111034	1	0.5	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212	0.000588413892426902212
140	-56295.8269831825892	65.5870237377362173	1	1	11	0.0144511282839962524	1	0.5	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793	0.000606668278281863793
150	-56298.8368979977386	70.5143226516721882	1	1	12	0.013885544881201653	1	0.5	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125	0.000605110168244714125
160	-56297.4394947458641	66.1721211690411053	1	1	11	0.0137393572478082208	1	0.5	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591	0.00056602023244719591
