generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_unknown	pop_size_woodhousii	pop_size_nebulifer	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-63011.836174232827	10.4550411714991309	1	1	1	0.015044494492825522	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-61900.5920817839215	14.7291045550679804	1	1	2	0.0142834197326773184	1	0.5	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385	0.000523714383949959385
20	-61125.946845245242	19.5536000320909196	1	1	3	0.0121606351415778722	1	0.5	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396	0.000539965738062148396
30	-60705.6740203131922	24.793091439462593	1	1	4	0.0114778954392323173	1	0.5	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381	0.000565062765443032381
40	-60072.9979143356613	39.294428377979159	1	1	7	0.0106110863767895584	1	0.5	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637	0.000577455851480831637
50	-58938.1913928327849	50.1301976779710117	1	1	9	0.0104249014326980704	1	0.5	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702	0.000609409462373670702
60	-58363.4572728083731	51.4685172247656908	1	1	9	0.0100740204881354049	1	0.5	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038	0.00063782998376401038
70	-57779.38245153155	50.0611103724458815	1	1	9	0.00896164220891634659	1	0.5	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304	0.000696364898173267304
80	-57394.4901242592896	55.9980076577165207	1	1	10	0.00956313918959566731	1	0.5	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938	0.000705318595114310938
90	-57087.9173440194718	58.5724891732090995	1	1	10	0.00900544891255200368	1	0.5	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107	0.000730029577112152107
