generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
GlobalHeightSizeMixer	0.448613	275	338	1	0.0300944	
GlobalHeightSizeRateScaler	0.496136	321	326	1	0.02763	
GlobalNodeHeightDirichletOperator	0.357008	3031	5459	1	0.00020505	
GlobalPopSizeScaler	0.480198	291	315	1	0.0478435	
NodeHeightDirichletOperator	0.698429	2800	1209	6.5	0.00624348	
NodeHeightMover	0.221719	882	3096	6.5	0.000398436	
NodeHeightScaler	0.547274	2078	1719	6.5	0.0852276	
NodeHeightSlideBumpScaler	0.585521	2297	1626	6.5	0.0792955	
NodeHeightSlideBumpSwapScaler	0.578975	2236	1626	6.5	0.0802261	
RootHeightScaler	0.60225	5139	3394	1	0.0628951	
SplitLumpNodesRevJumpSampler	0.0282465	77	2649	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0286672	77	2609	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00839664	21	2480	4.33333	100	
TreeScaler	0.560976	345	270	1	0.0448047	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0022792	12	5253	6.5	none	
NeighborHeightNodeSwap	0.00380445	20	5237	6.5	none	
GlobalHeightSizeMixer	0.434836	357	464	1	0.0298654	
GlobalHeightSizeRateScaler	0.482353	410	440	1	0.0278282	
GlobalNodeHeightDirichletOperator	0.362197	4095	7211	1	0.000201244	
GlobalPopSizeScaler	0.470588	384	432	1	0.0480757	
NodeHeightDirichletOperator	0.686062	3608	1651	6.5	0.00660834	
NodeHeightMover	0.231076	1215	4043	6.5	0.000378754	
NodeHeightScaler	0.544473	2773	2320	6.5	0.0876509	
NodeHeightSlideBumpScaler	0.579798	3048	2209	6.5	0.0822995	
NodeHeightSlideBumpSwapScaler	0.573978	2991	2220	6.5	0.0829951	
RootHeightScaler	0.587617	6653	4669	1	0.0649469	
SplitLumpNodesRevJumpSampler	0.0255556	92	3508	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0271557	97	3475	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00953232	32	3325	4.33333	100	
TreeScaler	0.534247	429	374	1	0.0449599	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00229463	15	6522	6.5	none	
NeighborHeightNodeSwap	0.0038046	25	6546	6.5	none	
GlobalHeightSizeMixer	0.429825	441	585	1	0.0297646	
GlobalHeightSizeRateScaler	0.482531	511	548	1	0.0280951	
GlobalNodeHeightDirichletOperator	0.36661	5189	8965	1	0.000198775	
GlobalPopSizeScaler	0.469208	480	543	1	0.0484932	
NodeHeightDirichletOperator	0.67892	4451	2105	6.5	0.00692859	
NodeHeightMover	0.237368	1555	4996	6.5	0.000364178	
NodeHeightScaler	0.537589	3411	2934	6.5	0.0892099	
NodeHeightSlideBumpScaler	0.571713	3735	2798	6.5	0.0839693	
NodeHeightSlideBumpSwapScaler	0.568438	3775	2866	6.5	0.0849578	
RootHeightScaler	0.57644	8167	6001	1	0.0664139	
SplitLumpNodesRevJumpSampler	0.0236343	106	4379	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0266185	118	4315	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0105882	45	4205	4.33333	100	
TreeScaler	0.532729	529	464	1	0.0456905	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00201283	16	7933	6.5	none	
NeighborHeightNodeSwap	0.00328781	26	7882	6.5	none	
GlobalHeightSizeMixer	0.439578	542	691	1	0.0298162	
GlobalHeightSizeRateScaler	0.47486	595	658	1	0.0281194	
GlobalNodeHeightDirichletOperator	0.365295	6168	10717	1	0.000196126	
GlobalPopSizeScaler	0.460919	572	669	1	0.0484084	
NodeHeightDirichletOperator	0.668441	5274	2616	6.5	0.00716563	
NodeHeightMover	0.251941	1979	5876	6.5	0.000355492	
NodeHeightScaler	0.533594	4098	3582	6.5	0.0906311	
NodeHeightSlideBumpScaler	0.568655	4423	3355	6.5	0.0856644	
NodeHeightSlideBumpSwapScaler	0.563366	4472	3466	6.5	0.086527	
RootHeightScaler	0.572123	9658	7223	1	0.0675891	
SplitLumpNodesRevJumpSampler	0.0231333	123	5194	4.33333	1	
SplitLumpNodesRevJumpSampler	0.029395	155	5118	4.33333	10	
SplitLumpNodesRevJumpSampler	0.010384	53	5051	4.33333	100	
TreeScaler	0.519295	619	573	1	0.0458139	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00183744	17	9235	6.5	none	
NeighborHeightNodeSwap	0.00281751	26	9202	6.5	none	
GlobalHeightSizeMixer	0.435773	631	817	1	0.0296067	
GlobalHeightSizeRateScaler	0.468622	687	779	1	0.0282332	
GlobalNodeHeightDirichletOperator	0.367726	7242	12452	1	0.0001942	
GlobalPopSizeScaler	0.456371	659	785	1	0.0483925	
NodeHeightDirichletOperator	0.667101	6150	3069	6.5	0.00740372	
NodeHeightMover	0.256055	2347	6819	6.5	0.000346978	
NodeHeightScaler	0.528953	4750	4230	6.5	0.0915181	
NodeHeightSlideBumpScaler	0.561984	5109	3982	6.5	0.0868144	
NodeHeightSlideBumpSwapScaler	0.555229	5107	4091	6.5	0.0874703	
RootHeightScaler	0.566081	11145	8543	1	0.068606	
SplitLumpNodesRevJumpSampler	0.0212595	132	6077	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0279869	171	5939	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00970711	58	5917	4.33333	100	
TreeScaler	0.517388	729	680	1	0.0463539	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00180729	19	10494	6.5	none	
NeighborHeightNodeSwap	0.00255997	27	10520	6.5	none	
GlobalHeightSizeMixer	0.443837	731	916	1	0.0298589	
GlobalHeightSizeRateScaler	0.46513	767	882	1	0.0283333	
GlobalNodeHeightDirichletOperator	0.370655	8349	14176	1	0.000192746	
GlobalPopSizeScaler	0.460279	759	890	1	0.0486759	
NodeHeightDirichletOperator	0.663586	6965	3531	6.5	0.0076001	
NodeHeightMover	0.259238	2722	7778	6.5	0.000339439	
NodeHeightScaler	0.526841	5388	4839	6.5	0.0923118	
NodeHeightSlideBumpScaler	0.560347	5873	4608	6.5	0.0882557	
NodeHeightSlideBumpSwapScaler	0.552592	5821	4713	6.5	0.0885861	
RootHeightScaler	0.562716	12678	9852	1	0.0694696	
SplitLumpNodesRevJumpSampler	0.0221277	156	6894	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0283476	199	6821	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00932265	64	6801	4.33333	100	
TreeScaler	0.509225	828	798	1	0.0466629	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00167771	20	11901	6.5	none	
NeighborHeightNodeSwap	0.00227196	27	11857	6.5	none	
GlobalHeightSizeMixer	0.441192	814	1031	1	0.0298472	
GlobalHeightSizeRateScaler	0.471296	862	967	1	0.0284911	
GlobalNodeHeightDirichletOperator	0.371711	9408	15902	1	0.00019139	
GlobalPopSizeScaler	0.46158	859	1002	1	0.0490088	
NodeHeightDirichletOperator	0.660529	7820	4019	6.5	0.00778869	
NodeHeightMover	0.264992	3133	8690	6.5	0.000334202	
NodeHeightScaler	0.524082	6039	5484	6.5	0.0929418	
NodeHeightSlideBumpScaler	0.554352	6502	5227	6.5	0.0889413	
NodeHeightSlideBumpSwapScaler	0.548674	6476	5327	6.5	0.0893033	
RootHeightScaler	0.560313	14186	11132	1	0.0702018	
SplitLumpNodesRevJumpSampler	0.0222644	176	7729	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0284702	225	7678	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00959295	74	7640	4.33333	100	
TreeScaler	0.507119	926	900	1	0.0468438	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00173402	23	13241	6.5	none	
NeighborHeightNodeSwap	0.00211289	28	13224	6.5	none	
GlobalHeightSizeMixer	0.445795	917	1140	1	0.0299499	
GlobalHeightSizeRateScaler	0.469398	951	1075	1	0.028497	
GlobalNodeHeightDirichletOperator	0.372645	10465	17618	1	0.000190352	
GlobalPopSizeScaler	0.463426	963	1115	1	0.0491036	
NodeHeightDirichletOperator	0.658637	8613	4464	6.5	0.00794418	
NodeHeightMover	0.270967	3554	9562	6.5	0.000330029	
NodeHeightScaler	0.522383	6733	6156	6.5	0.0936585	
NodeHeightSlideBumpScaler	0.55268	7197	5825	6.5	0.0899183	
NodeHeightSlideBumpSwapScaler	0.546746	7158	5934	6.5	0.0901169	
RootHeightScaler	0.55571	15606	12477	1	0.0707811	
SplitLumpNodesRevJumpSampler	0.0220597	193	8556	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0293815	257	8490	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00954043	82	8513	4.33333	100	
TreeScaler	0.496325	1013	1028	1	0.0466554	
