generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_nebulifer	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-90817.4680872878962	11.125547834208902	1	1	1	0.00833942786572782618	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-89263.9655851491116	39.8566333554478689	1	1	7	0.0088516048619584585	1	0.5	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149	0.000523162010404442149
20	-88130.7966055531433	35.7834437950786395	1	1	6	0.00800311907102439074	1	0.5	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412	0.000537095323524853412
30	-87104.0333325279644	41.2329534446269221	1	1	7	0.00766197261515151433	1	0.5	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036	0.000563927151088180036
40	-86210.8776135471126	57.7653725273144332	1	1	10	0.00703194048601784791	1	0.5	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385	0.000618193010250755385
50	-84847.9244431787083	69.1601122651186273	1	1	12	0.00711891792119255951	1	0.5	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873	0.00065074313974880873
60	-84345.6136983967153	65.8545681938698806	1	1	11	0.00656705463436931414	1	0.5	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885	0.000675297381477881885
70	-84212.0288915944984	65.876413974575641	1	1	11	0.00600238284029444482	1	0.5	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832	0.000680538742622041832
80	-84049.5010514887399	61.1573018421666461	1	1	10	0.00596986866724472879	1	0.5	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268	0.000727929006329317268
90	-83867.7127489385603	62.4141751191403529	1	1	10	0.00594081944837954699	1	0.5	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856	0.000784981153641771856
