generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00881057	12	1350	6.5	none	
NeighborHeightNodeSwap	0.0090566	12	1313	6.5	none	
GlobalHeightSizeMixer	0.462312	92	107	1	0.0295565	
GlobalHeightSizeRateScaler	0.478873	102	111	1	0.0291828	
GlobalNodeHeightDirichletOperator	0.402913	1079	1599	1	0.000255565	
GlobalPopSizeScaler	0.570707	113	85	1	0.0486473	
NodeHeightDirichletOperator	0.700297	944	404	6.5	0.00703824	
NodeHeightMover	0.225416	298	1024	6.5	0.000485078	
NodeHeightScaler	0.622487	836	507	6.5	0.0693449	
NodeHeightSlideBumpScaler	0.57619	726	534	6.5	0.0894394	
NodeHeightSlideBumpSwapScaler	0.60179	807	534	6.5	0.0764943	
RootHeightScaler	0.532866	1443	1265	1	0.0498101	
SplitLumpNodesRevJumpSampler	0.0438389	37	807	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0492788	41	791	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0108565	9	820	4.33333	100	
TreeScaler	0.677885	141	67	1	0.0328341	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00451297	12	2647	6.5	none	
NeighborHeightNodeSwap	0.00455927	12	2620	6.5	none	
GlobalHeightSizeMixer	0.433824	177	231	1	0.0283561	
GlobalHeightSizeRateScaler	0.479012	194	211	1	0.0300581	
GlobalNodeHeightDirichletOperator	0.37826	2074	3409	1	0.000242803	
GlobalPopSizeScaler	0.514778	209	197	1	0.0496128	
NodeHeightDirichletOperator	0.6753	1799	865	6.5	0.00815506	
NodeHeightMover	0.243551	642	1994	6.5	0.000425381	
NodeHeightScaler	0.584181	1551	1104	6.5	0.0750796	
NodeHeightSlideBumpScaler	0.542737	1416	1193	6.5	0.0936801	
NodeHeightSlideBumpSwapScaler	0.579247	1524	1107	6.5	0.0830339	
RootHeightScaler	0.56789	3141	2390	1	0.0563212	
SplitLumpNodesRevJumpSampler	0.0315421	54	1658	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0421365	71	1614	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00639535	11	1709	4.33333	100	
TreeScaler	0.613065	244	154	1	0.0358107	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00300903	12	3976	6.5	none	
NeighborHeightNodeSwap	0.0030722	12	3894	6.5	none	
GlobalHeightSizeMixer	0.414141	246	348	1	0.0275406	
GlobalHeightSizeRateScaler	0.473322	275	306	1	0.0300871	
GlobalNodeHeightDirichletOperator	0.380685	3181	5175	1	0.000236223	
GlobalPopSizeScaler	0.494983	296	302	1	0.050155	
NodeHeightDirichletOperator	0.662541	2623	1336	6.5	0.00881989	
NodeHeightMover	0.250188	999	2994	6.5	0.00039433	
NodeHeightScaler	0.565864	2208	1694	6.5	0.0778514	
NodeHeightSlideBumpScaler	0.531107	2083	1839	6.5	0.0959584	
NodeHeightSlideBumpSwapScaler	0.560442	2230	1749	6.5	0.0864459	
RootHeightScaler	0.575642	4840	3568	1	0.0598777	
SplitLumpNodesRevJumpSampler	0.029222	77	2558	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0417642	107	2455	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00695518	18	2570	4.33333	100	
TreeScaler	0.585977	351	248	1	0.037764	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00225989	12	5298	6.5	none	
NeighborHeightNodeSwap	0.00227402	12	5265	6.5	none	
GlobalHeightSizeMixer	0.419722	332	459	1	0.0275443	
GlobalHeightSizeRateScaler	0.45443	359	431	1	0.0296784	
GlobalNodeHeightDirichletOperator	0.384595	4289	6863	1	0.000233202	
GlobalPopSizeScaler	0.474343	379	420	1	0.0499267	
NodeHeightDirichletOperator	0.65483	3430	1808	6.5	0.00934184	
NodeHeightMover	0.254744	1356	3967	6.5	0.00037456	
NodeHeightScaler	0.562488	2930	2279	6.5	0.080519	
NodeHeightSlideBumpScaler	0.519411	2716	2513	6.5	0.0970728	
NodeHeightSlideBumpSwapScaler	0.549105	2885	2369	6.5	0.0881459	
RootHeightScaler	0.565957	6354	4873	1	0.0617825	
SplitLumpNodesRevJumpSampler	0.0298635	105	3411	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0415456	143	3299	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00612602	21	3407	4.33333	100	
TreeScaler	0.603558	475	312	1	0.0396547	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00182232	12	6573	6.5	none	
NeighborHeightNodeSwap	0.00182288	12	6571	6.5	none	
GlobalHeightSizeMixer	0.43456	425	553	1	0.0278122	
GlobalHeightSizeRateScaler	0.453347	447	539	1	0.0297105	
GlobalNodeHeightDirichletOperator	0.387668	5432	8580	1	0.00023108	
GlobalPopSizeScaler	0.466395	458	524	1	0.0496641	
NodeHeightDirichletOperator	0.646575	4248	2322	6.5	0.00973612	
NodeHeightMover	0.263972	1757	4899	6.5	0.00036256	
NodeHeightScaler	0.558981	3663	2890	6.5	0.082456	
NodeHeightSlideBumpScaler	0.510856	3341	3199	6.5	0.0980184	
NodeHeightSlideBumpSwapScaler	0.54448	3556	2975	6.5	0.0897181	
RootHeightScaler	0.564347	7946	6134	1	0.0634672	
SplitLumpNodesRevJumpSampler	0.0274501	121	4287	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0400185	173	4150	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00556715	24	4287	4.33333	100	
TreeScaler	0.587221	579	407	1	0.0404263	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00152847	12	7839	6.5	none	
NeighborHeightNodeSwap	0.00151688	12	7899	6.5	none	
GlobalHeightSizeMixer	0.434075	507	661	1	0.0277354	
GlobalHeightSizeRateScaler	0.448304	542	667	1	0.0296241	
GlobalNodeHeightDirichletOperator	0.387969	6540	10317	1	0.000228564	
GlobalPopSizeScaler	0.470935	559	628	1	0.0500407	
NodeHeightDirichletOperator	0.641844	5068	2828	6.5	0.0100558	
NodeHeightMover	0.272591	2184	5828	6.5	0.000354493	
NodeHeightScaler	0.558515	4362	3448	6.5	0.0839932	
NodeHeightSlideBumpScaler	0.502563	3921	3881	6.5	0.0984763	
NodeHeightSlideBumpSwapScaler	0.538432	4231	3627	6.5	0.0909179	
RootHeightScaler	0.562189	9501	7399	1	0.0648303	
SplitLumpNodesRevJumpSampler	0.0265419	139	5098	4.33333	1	
SplitLumpNodesRevJumpSampler	0.037426	196	5041	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00539499	28	5162	4.33333	100	
TreeScaler	0.580216	698	505	1	0.0412706	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00131148	12	9138	6.5	none	
NeighborHeightNodeSwap	0.00130477	12	9185	6.5	none	
GlobalHeightSizeMixer	0.442982	606	762	1	0.0279583	
GlobalHeightSizeRateScaler	0.458393	639	755	1	0.0298662	
GlobalNodeHeightDirichletOperator	0.388945	7670	12050	1	0.000226994	
GlobalPopSizeScaler	0.466245	663	759	1	0.0501683	
NodeHeightDirichletOperator	0.637794	5876	3337	6.5	0.0103234	
NodeHeightMover	0.276463	2570	6726	6.5	0.000347493	
NodeHeightScaler	0.553536	5025	4053	6.5	0.0850227	
NodeHeightSlideBumpScaler	0.496224	4534	4603	6.5	0.0986775	
NodeHeightSlideBumpSwapScaler	0.534147	4904	4277	6.5	0.0918713	
RootHeightScaler	0.55793	11042	8749	1	0.0658298	
SplitLumpNodesRevJumpSampler	0.0244614	151	6022	4.33333	1	
SplitLumpNodesRevJumpSampler	0.034916	214	5915	4.33333	10	
SplitLumpNodesRevJumpSampler	0.00529626	32	6010	4.33333	100	
TreeScaler	0.565497	790	607	1	0.041695	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00114406	12	10477	6.5	none	
NeighborHeightNodeSwap	0.00113971	12	10517	6.5	none	
GlobalHeightSizeMixer	0.442812	693	872	1	0.02788	
GlobalHeightSizeRateScaler	0.453646	734	884	1	0.0297953	
GlobalNodeHeightDirichletOperator	0.388432	8744	13767	1	0.000225335	
GlobalPopSizeScaler	0.460778	746	873	1	0.0503422	
NodeHeightDirichletOperator	0.634998	6637	3815	6.5	0.0105546	
NodeHeightMover	0.285324	3025	7577	6.5	0.000343006	
NodeHeightScaler	0.548309	5692	4689	6.5	0.0859368	
NodeHeightSlideBumpScaler	0.493881	5166	5294	6.5	0.0991125	
NodeHeightSlideBumpSwapScaler	0.531232	5596	4938	6.5	0.0928287	
RootHeightScaler	0.556229	12568	10027	1	0.0666602	
