generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_nebulifer	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-92858.1150791444379	10.5159399313650397	1	1	1	0.014435506894166443	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-91717.3162261966208	23.5190061203182417	1	1	4	0.0136366300558775373	1	0.5	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455	0.000507169187529946455
20	-90340.8546544475539	32.5473857428429199	1	1	6	0.012925258161804969	1	0.5	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443	0.000513430105946289443
30	-89035.8233820728055	41.7496978065860134	1	1	8	0.0128810358898570378	1	0.5	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573	0.000536327848623297573
40	-87967.9812996922847	51.9744812043961559	1	1	10	0.0128554575885071153	1	0.5	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724	0.000547745125999089724
50	-87400.885148041838	48.3761304834182653	1	1	9	0.0123053292881826447	1	0.5	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477	0.00056598790108197477
60	-86622.8560123274801	54.6919156014057251	1	1	10	0.0113044675886083638	1	0.5	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606	0.000580522820679266606
70	-85876.946586272039	61.4339114856337716	1	1	11	0.0100997779040609241	1	0.5	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012	0.000588885341814720012
80	-85089.1688402563741	68.0271888048880129	1	1	12	0.0096514120048267326	1	0.5	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803	0.000604779823715214803
90	-84411.8666765644884	65.2224450139102458	1	1	11	0.00835366629293036143	1	0.5	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876	0.000628469879312400876
100	-84064.3882474886777	66.4465775978953133	1	1	11	0.00738163568208680902	1	0.5	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767	0.000678575141147477767
110	-83931.5779864377691	66.8003553479360619	1	1	11	0.00697376050502829161	1	0.5	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987	0.000720722310783087987
120	-83810.5306252848677	66.8826587364378895	1	1	11	0.00655080665553388775	1	0.5	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698
130	-83764.0772388081823	66.7875950858540932	1	1	11	0.00659569605684022075	1	0.5	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698	0.000774740439172239698
140	-83705.7394460761716	61.7300596591376447	1	1	10	0.0064767859340781565	1	0.5	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241	0.000795713712517461241
150	-83641.2821509885543	56.6217337185013179	1	1	9	0.0068688401242827787	1	0.5	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967	0.000810795613455131967
160	-83582.9191935603449	61.5194799837105464	1	1	10	0.00679849394103783627	1	0.5	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293	0.000852813929174445293
170	-83565.7688963107212	56.0208832256451075	1	1	9	0.00709510594091980213	1	0.5	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262	0.000875468329761123262
180	-83555.6090483206062	55.8888575112476502	1	1	9	0.00731946492253000239	1	0.5	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152	0.000894790083541557152
190	-83544.5609182827757	55.1916200887469302	1	1	9	0.00781131188956211368	1	0.5	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397	0.000921732360263394397
200	-83542.8090890105086	55.1629203359747393	1	1	9	0.00746867415542400073	1	0.5	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572	0.000978857146706933572
210	-83537.4785527974454	54.8003489801500905	1	1	9	0.00763968777719965363	1	0.5	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163	0.000979179678852206163
220	-83534.869343169863	54.9589570018811031	1	1	9	0.00792107933865839921	1	0.5	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176	0.000966695926842047176
230	-83534.6411792637373	59.8155978882943344	1	1	10	0.00771360948508279399	1	0.5	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937	0.000976890443169771937
240	-83512.5081671517255	59.9067371370349093	1	1	10	0.0079209857528503777	1	0.5	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329	0.000999869482587273329
250	-83511.5461506919091	55.0073151366109485	1	1	9	0.00794796540169898612	1	0.5	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823	0.000990354031207146823
260	-83506.7437020091165	55.0472398050963392	1	1	9	0.00810565590286674124	1	0.5	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848	0.000972612789245939848
270	-83507.3984619759722	55.2058711149153964	1	1	9	0.00808251914737158524	1	0.5	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483	0.000954170438113425483
280	-83506.0606721496151	54.7065935656656706	1	1	9	0.00844667707871026019	1	0.5	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458	0.000992264696549822458
290	-83501.5917252127983	55.1376961062598525	1	1	9	0.0082098491461445669	1	0.5	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326	0.000959215357756214326
300	-83504.4477850332187	55.2550392390515412	1	1	9	0.00832431200284072283	1	0.5	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318	0.000942439819057540318
310	-83502.7035394133854	54.7889836028421797	1	1	9	0.00834645833374786199	1	0.5	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484	0.000979419223262829484
320	-83499.1573703479371	54.8591426816109191	1	1	9	0.00844728545488534696	1	0.5	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254	0.00098944789985393254
330	-83499.0767096016498	55.1199606776618509	1	1	9	0.00826371442817690031	1	0.5	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533	0.000975186654104389533
340	-83501.9968039225496	54.8791488374360057	1	1	9	0.00821002232543145694	1	0.5	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118	0.000976373978113796118
350	-83499.5740247832873	55.0432146585319799	1	1	9	0.00821176831505777451	1	0.5	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338	0.000971158166948903338
360	-83503.6128904538928	54.8965745662908091	1	1	9	0.00839943055125362721	1	0.5	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784	0.00098696817859245784
370	-83503.8353456134791	54.6661802637224952	1	1	9	0.00845829712968433102	1	0.5	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233	0.000988061874253953233
380	-83500.1311847383331	59.7624287574294613	1	1	10	0.00829754943380161918	1	0.5	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858	0.00097715440361340858
390	-83501.6618883539195	54.8100107678785662	1	1	9	0.00828216809134759389	1	0.5	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588	0.000993553230267509588
400	-83504.1356398501666	54.9013209913676832	1	1	9	0.00831289529269023907	1	0.5	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246	0.000991764495079583246
410	-83509.0578247710073	55.0067839012576343	1	1	9	0.00831361511087154795	1	0.5	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915	0.000984140539016303915
