generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_nebulifer	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-92727.463236955271	10.5497214084096989	1	1	1	0.0140976921237198523	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-91291.093495489491	24.0497369993178793	1	1	4	0.0120873693762984877	1	0.5	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091	0.000518041109094131091
20	-90742.1982516953576	37.7448274294672785	1	1	7	0.0121024012111730344	1	0.5	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832	0.000522404098816335832
30	-89243.5293820772349	42.6230065607291166	1	1	8	0.0119861201827589931	1	0.5	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744	0.000542094237897353744
40	-88046.8191397700575	47.2873661555285523	1	1	9	0.0122008185342414137	1	0.5	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358	0.000574910508333322358
50	-86709.7697635639634	53.146171258910428	1	1	10	0.0125463966884266191	1	0.5	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273	0.000587300509779354273
60	-85684.6014616429457	58.8670875581079542	1	1	11	0.0130195070511079005	1	0.5	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464	0.000608518133491209464
70	-85021.4007921354787	60.5263821268528375	1	1	11	0.0120663112408576929	1	0.5	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103	0.000626933973187781103
80	-84197.7812749243167	62.9909967337544217	1	1	11	0.0121712447230516232	1	0.5	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995	0.000650101136257607995
90	-83776.1159739829891	63.3842041391711035	1	1	11	0.0122528600105648016	1	0.5	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379	0.000675578672989730379
100	-83615.3753696238564	59.6194392462439708	1	1	10	0.0122503529527520517	1	0.5	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428	0.000685274901521136428
110	-83550.7071680492663	55.1893467511089355	1	1	9	0.0111827001293204956	1	0.5	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665	0.000691037342339181665
120	-83498.3320328268601	72.3790222982995886	1	1	12	0.0109907075921560106	1	0.5	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914	0.000707271122897668914
