generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00428449	5	1162	6	none	
NeighborHeightNodeSwap	0.00746269	9	1197	6	none	
GlobalHeightSizeMixer	0.455497	87	104	1	0.0308248	
GlobalHeightSizeRateScaler	0.533654	111	97	1	0.0241533	
GlobalNodeHeightDirichletOperator	0.335501	877	1737	1	0.000276523	
GlobalPopSizeScaler	0.459459	102	120	1	0.0481074	
NodeHeightDirichletOperator	0.731814	835	306	6	0.0033191	
NodeHeightMover	0.259582	298	850	6	0.00038002	
NodeHeightScaler	0.606187	725	471	6	0.0728343	
NodeHeightSlideBumpScaler	0.632212	789	459	6	0.0740131	
NodeHeightSlideBumpSwapScaler	0.561265	710	555	6	0.0949927	
RootHeightScaler	0.587006	1545	1087	1	0.0420633	
SplitLumpNodesRevJumpSampler	0.0690955	55	741	4	1	
SplitLumpNodesRevJumpSampler	0.0646298	55	796	4	10	
SplitLumpNodesRevJumpSampler	0.0251572	20	775	4	100	
TreeScaler	0.59204	119	82	1	0.0392435	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00252525	6	2370	6	none	
NeighborHeightNodeSwap	0.00452489	11	2420	6	none	
GlobalHeightSizeMixer	0.426357	165	222	1	0.0302093	
GlobalHeightSizeRateScaler	0.48731	192	202	1	0.0245915	
GlobalNodeHeightDirichletOperator	0.320092	1676	3560	1	0.00025173	
GlobalPopSizeScaler	0.435897	187	242	1	0.0475046	
NodeHeightDirichletOperator	0.722953	1704	653	6	0.00406233	
NodeHeightMover	0.269677	627	1698	6	0.000339617	
NodeHeightScaler	0.589331	1392	970	6	0.0798325	
NodeHeightSlideBumpScaler	0.599088	1445	967	6	0.0801658	
NodeHeightSlideBumpSwapScaler	0.5336	1334	1166	6	0.0997826	
RootHeightScaler	0.608971	3177	2040	1	0.0477155	
SplitLumpNodesRevJumpSampler	0.0498132	80	1526	4	1	
SplitLumpNodesRevJumpSampler	0.0635118	102	1504	4	10	
SplitLumpNodesRevJumpSampler	0.0209618	34	1588	4	100	
TreeScaler	0.520988	211	194	1	0.0403308	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00312057	11	3514	6	none	
NeighborHeightNodeSwap	0.00474198	17	3568	6	none	
GlobalHeightSizeMixer	0.403748	237	350	1	0.0296915	
GlobalHeightSizeRateScaler	0.497479	296	299	1	0.025438	
GlobalNodeHeightDirichletOperator	0.31597	2493	5397	1	0.000238863	
GlobalPopSizeScaler	0.432137	277	364	1	0.0478397	
NodeHeightDirichletOperator	0.706081	2508	1044	6	0.00448032	
NodeHeightMover	0.28755	1007	2495	6	0.000322489	
NodeHeightScaler	0.573434	2042	1519	6	0.0835872	
NodeHeightSlideBumpScaler	0.578947	2123	1544	6	0.0839439	
NodeHeightSlideBumpSwapScaler	0.51947	1921	1777	6	0.101661	
RootHeightScaler	0.604495	4761	3115	1	0.0508545	
SplitLumpNodesRevJumpSampler	0.0430782	103	2288	4	1	
SplitLumpNodesRevJumpSampler	0.0615258	150	2288	4	10	
SplitLumpNodesRevJumpSampler	0.0203417	50	2408	4	100	
TreeScaler	0.509091	308	297	1	0.0411853	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00236356	11	4643	6	none	
NeighborHeightNodeSwap	0.00356768	17	4748	6	none	
GlobalHeightSizeMixer	0.40625	325	475	1	0.0292796	
GlobalHeightSizeRateScaler	0.491803	390	403	1	0.0257494	
GlobalNodeHeightDirichletOperator	0.320455	3384	7176	1	0.000231211	
GlobalPopSizeScaler	0.437349	363	467	1	0.0478973	
NodeHeightDirichletOperator	0.695552	3315	1451	6	0.00478204	
NodeHeightMover	0.292994	1380	3330	6	0.00031097	
NodeHeightScaler	0.566918	2711	2071	6	0.0862441	
NodeHeightSlideBumpScaler	0.570128	2756	2078	6	0.086483	
NodeHeightSlideBumpSwapScaler	0.516162	2539	2380	6	0.10351	
RootHeightScaler	0.602641	6344	4183	1	0.0530669	
SplitLumpNodesRevJumpSampler	0.0403476	130	3092	4	1	
SplitLumpNodesRevJumpSampler	0.0572401	185	3047	4	10	
SplitLumpNodesRevJumpSampler	0.0170368	56	3231	4	100	
TreeScaler	0.506266	404	394	1	0.0419699	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00239071	14	5842	6	none	
NeighborHeightNodeSwap	0.00298954	18	6003	6	none	
GlobalHeightSizeMixer	0.415094	418	589	1	0.029323	
GlobalHeightSizeRateScaler	0.486626	473	499	1	0.0259579	
GlobalNodeHeightDirichletOperator	0.323151	4242	8885	1	0.000225922	
