generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
GlobalPopSizeScaler	0.443369	458	575	1	0.0478851	
NodeHeightDirichletOperator	0.688053	4118	1867	6	0.00503034	
NodeHeightMover	0.304112	1797	4112	6	0.000304341	
NodeHeightScaler	0.55996	3362	2642	6	0.0881855	
NodeHeightSlideBumpScaler	0.560167	3361	2639	6	0.088141	
NodeHeightSlideBumpSwapScaler	0.511016	3108	2974	6	0.104258	
RootHeightScaler	0.596403	7792	5273	1	0.054519	
SplitLumpNodesRevJumpSampler	0.0389447	155	3825	4	1	
SplitLumpNodesRevJumpSampler	0.054148	218	3808	4	10	
SplitLumpNodesRevJumpSampler	0.0175006	71	3986	4	100	
TreeScaler	0.499499	499	500	1	0.0424532	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00212645	15	7039	6	none	
NeighborHeightNodeSwap	0.00263304	19	7197	6	none	
GlobalHeightSizeMixer	0.413793	492	697	1	0.0290983	
GlobalHeightSizeRateScaler	0.487446	563	592	1	0.026046	
GlobalNodeHeightDirichletOperator	0.328636	5177	10576	1	0.000222306	
GlobalPopSizeScaler	0.439834	530	675	1	0.0478012	
NodeHeightDirichletOperator	0.683192	4906	2275	6	0.00522958	
NodeHeightMover	0.309634	2208	4923	6	0.000298417	
NodeHeightScaler	0.550947	3985	3248	6	0.0893184	
NodeHeightSlideBumpScaler	0.553224	3981	3215	6	0.0894129	
NodeHeightSlideBumpSwapScaler	0.505979	3681	3594	6	0.10505	
RootHeightScaler	0.587808	9228	6471	1	0.0556303	
SplitLumpNodesRevJumpSampler	0.0383005	183	4595	4	1	
SplitLumpNodesRevJumpSampler	0.0526534	254	4570	4	10	
SplitLumpNodesRevJumpSampler	0.0163834	80	4803	4	100	
TreeScaler	0.502929	601	594	1	0.0430494	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00206461	17	8217	6	none	
NeighborHeightNodeSwap	0.00238265	20	8374	6	none	
GlobalHeightSizeMixer	0.416089	600	842	1	0.0290107	
GlobalHeightSizeRateScaler	0.483088	657	703	1	0.0262023	
GlobalNodeHeightDirichletOperator	0.328393	6027	12326	1	0.000218739	
GlobalPopSizeScaler	0.433829	613	800	1	0.0476053	
NodeHeightDirichletOperator	0.676727	5673	2710	6	0.00539496	
NodeHeightMover	0.31483	2626	5715	6	0.000293845	
NodeHeightScaler	0.547749	4623	3817	6	0.0905911	
NodeHeightSlideBumpScaler	0.547927	4613	3806	6	0.0904475	
NodeHeightSlideBumpSwapScaler	0.504987	4253	4169	6	0.105846	
RootHeightScaler	0.582928	10667	7632	1	0.0565614	
SplitLumpNodesRevJumpSampler	0.0363961	204	5401	4	1	
SplitLumpNodesRevJumpSampler	0.0517058	291	5337	4	10	
SplitLumpNodesRevJumpSampler	0.0171227	97	5568	4	100	
TreeScaler	0.499642	697	698	1	0.0433693	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00297493	28	9384	6	none	
NeighborHeightNodeSwap	0.00281955	27	9549	6	none	
GlobalHeightSizeMixer	0.419963	690	953	1	0.0289885	
GlobalHeightSizeRateScaler	0.478176	734	801	1	0.0263094	
GlobalNodeHeightDirichletOperator	0.330032	6931	14070	1	0.000215862	
GlobalPopSizeScaler	0.431444	708	933	1	0.0472319	
NodeHeightDirichletOperator	0.670315	6431	3163	6	0.00553923	
NodeHeightMover	0.318453	3039	6504	6	0.000290125	
NodeHeightScaler	0.542045	5247	4433	6	0.0914651	
NodeHeightSlideBumpScaler	0.547778	5251	4335	6	0.0917267	
NodeHeightSlideBumpSwapScaler	0.502611	4813	4763	6	0.106421	
RootHeightScaler	0.579449	12158	8824	1	0.0573521	
SplitLumpNodesRevJumpSampler	0.0369619	237	6175	4	1	
SplitLumpNodesRevJumpSampler	0.0519641	336	6130	4	10	
SplitLumpNodesRevJumpSampler	0.0164971	107	6379	4	100	
TreeScaler	0.488693	778	814	1	0.0432722	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00292232	31	10577	6	none	
NeighborHeightNodeSwap	0.00257803	28	10833	6	none	
GlobalHeightSizeMixer	0.42416	783	1063	1	0.0290032	
GlobalHeightSizeRateScaler	0.477912	833	910	1	0.0262869	
GlobalNodeHeightDirichletOperator	0.332754	7854	15749	1	0.00021359	
GlobalPopSizeScaler	0.434479	809	1053	1	0.0473778	
NodeHeightDirichletOperator	0.669822	7218	3558	6	0.0056798	
NodeHeightMover	0.325849	3483	7206	6	0.000287788	
NodeHeightScaler	0.540239	5867	4993	6	0.092292	
NodeHeightSlideBumpScaler	0.545877	5878	4890	6	0.0926451	
NodeHeightSlideBumpSwapScaler	0.501207	5400	5374	6	0.107074	
RootHeightScaler	0.577544	13626	9967	1	0.058153	
SplitLumpNodesRevJumpSampler	0.0365095	264	6967	4	1	
SplitLumpNodesRevJumpSampler	0.0508685	369	6885	4	10	
SplitLumpNodesRevJumpSampler	0.0161843	118	7173	4	100	
TreeScaler	0.485475	869	921	1	0.0432691	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00295633	35	11804	6	none	
NeighborHeightNodeSwap	0.00266289	32	11985	6	none	
GlobalHeightSizeMixer	0.423828	868	1180	1	0.028951	
GlobalHeightSizeRateScaler	0.471864	914	1023	1	0.0262638	
GlobalNodeHeightDirichletOperator	0.335628	8776	17372	1	0.000211897	
GlobalPopSizeScaler	0.434593	897	1167	1	0.0474363	
NodeHeightDirichletOperator	0.666168	8022	4020	6	0.00580381	
NodeHeightMover	0.328919	3899	7955	6	0.000285303	
NodeHeightScaler	0.537088	6495	5598	6	0.093079	
NodeHeightSlideBumpScaler	0.542244	6495	5483	6	0.0933054	
NodeHeightSlideBumpSwapScaler	0.495993	5942	6038	6	0.10732	
RootHeightScaler	0.574829	15022	11111	1	0.0587527	
SplitLumpNodesRevJumpSampler	0.0358213	287	7725	4	1	
SplitLumpNodesRevJumpSampler	0.0498821	402	7657	4	10	
SplitLumpNodesRevJumpSampler	0.0164992	133	7928	4	100	
TreeScaler	0.485972	970	1026	1	0.0433423	
