generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-111561.708677903734	11.8263934447119947	1	1	1	0.00133097176069688636	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-110459.628517801044	24.8724110969603203	1	1	3	0.0014996682368612806	1	0.5	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399	0.000472038085260308399
20	-108538.380519932281	44.4080432997903713	1	1	6	0.00166681369582047595	1	0.5	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969	0.000469387062676164969
30	-106240.379152701396	37.7825775802653467	1	1	5	0.00192148478339363273	1	0.5	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858
40	-105252.16218205617	31.3860073460202109	1	1	4	0.00220238491675138178	1	0.5	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858	0.000471577985922088858
50	-104400.336157858634	43.3171255565099145	1	1	6	0.00275336702271642992	1	0.5	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352	0.000487744476652512352
60	-104091.964549930446	36.5282987793714966	1	1	5	0.00310905350973418506	1	0.5	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708	0.00048808472978891708
70	-103768.535100956447	35.9890352519389936	1	1	5	0.00372384475548632457	1	0.5	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442	0.000523479062367022442
80	-103594.003984649622	42.0278734150940281	1	1	6	0.00426741640170370719	1	0.5	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718	0.000540080254993037718
90	-102975.313349542601	59.6176969702015214	1	1	9	0.00514933026948149412	1	0.5	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469	0.000567718212361819469
