generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
GlobalHeightSizeRateScaler	0.486865	278	293	1	0.0254989	
GlobalNodeHeightDirichletOperator	0.419861	3319	4586	1	0.000146942	
GlobalPopSizeScaler	0.430718	258	341	1	0.0436921	
NodeHeightDirichletOperator	0.678194	2373	1126	6	0.00563808	
NodeHeightMover	0.258777	914	2618	6	0.000332324	
NodeHeightScaler	0.548887	1948	1601	6	0.0951519	
NodeHeightSlideBumpScaler	0.608194	2212	1425	6	0.0792982	
NodeHeightSlideBumpSwapScaler	0.527694	1915	1714	6	0.0986924	
RootHeightScaler	0.507334	4012	3896	1	0.0668612	
SplitLumpNodesRevJumpSampler	0.0496137	122	2337	4	1	
SplitLumpNodesRevJumpSampler	0.0619694	146	2210	4	10	
SplitLumpNodesRevJumpSampler	0.0193081	48	2438	4	100	
TreeScaler	0.537842	334	287	1	0.0395735	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00380148	18	4717	6	none	
NeighborHeightNodeSwap	0.00223896	11	4902	6	none	
GlobalHeightSizeMixer	0.453761	368	443	1	0.0261145	
GlobalHeightSizeRateScaler	0.487773	379	398	1	0.0259082	
GlobalNodeHeightDirichletOperator	0.424518	4474	6065	1	0.000146835	
GlobalPopSizeScaler	0.428753	337	449	1	0.0437005	
NodeHeightDirichletOperator	0.66936	3148	1555	6	0.00598722	
NodeHeightMover	0.277119	1308	3412	6	0.000321092	
NodeHeightScaler	0.533305	2546	2228	6	0.0965941	
NodeHeightSlideBumpScaler	0.596234	2850	1930	6	0.0817023	
NodeHeightSlideBumpSwapScaler	0.513961	2485	2350	6	0.0996461	
RootHeightScaler	0.499525	5254	5264	1	0.0675617	
SplitLumpNodesRevJumpSampler	0.0458575	150	3121	4	1	
SplitLumpNodesRevJumpSampler	0.0596403	189	2980	4	10	
SplitLumpNodesRevJumpSampler	0.0189255	62	3214	4	100	
TreeScaler	0.534545	441	384	1	0.0403767	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00371999	22	5892	6	none	
NeighborHeightNodeSwap	0.00279559	17	6064	6	none	
GlobalHeightSizeMixer	0.454545	465	558	1	0.0262413	
GlobalHeightSizeRateScaler	0.470889	461	518	1	0.0258504	
GlobalNodeHeightDirichletOperator	0.428031	5662	7566	1	0.00014655	
GlobalPopSizeScaler	0.441837	433	547	1	0.0439466	
NodeHeightDirichletOperator	0.659294	3905	2018	6	0.0062661	
NodeHeightMover	0.286948	1695	4212	6	0.000311839	
NodeHeightScaler	0.525054	3133	2834	6	0.0978544	
NodeHeightSlideBumpScaler	0.58205	3476	2496	6	0.0833568	
NodeHeightSlideBumpSwapScaler	0.505914	3037	2966	6	0.100535	
RootHeightScaler	0.49674	6552	6638	1	0.0682713	
SplitLumpNodesRevJumpSampler	0.0425791	175	3935	4	1	
SplitLumpNodesRevJumpSampler	0.0583354	232	3745	4	10	
SplitLumpNodesRevJumpSampler	0.0173425	71	4023	4	100	
TreeScaler	0.514793	522	492	1	0.0403457	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00381518	27	7050	6	none	
NeighborHeightNodeSwap	0.002759	20	7229	6	none	
GlobalHeightSizeMixer	0.456026	560	668	1	0.0263509	
GlobalHeightSizeRateScaler	0.46805	564	641	1	0.0259865	
GlobalNodeHeightDirichletOperator	0.428815	6798	9055	1	0.000146371	
GlobalPopSizeScaler	0.44188	517	653	1	0.0442269	
NodeHeightDirichletOperator	0.653674	4662	2470	6	0.00650338	
NodeHeightMover	0.295757	2112	5029	6	0.000305553	
NodeHeightScaler	0.519365	3728	3450	6	0.0988288	
NodeHeightSlideBumpScaler	0.575255	4124	3045	6	0.0847414	
NodeHeightSlideBumpSwapScaler	0.503203	3613	3567	6	0.101341	
RootHeightScaler	0.492991	7807	8029	1	0.0688005	
SplitLumpNodesRevJumpSampler	0.0409653	202	4729	4	1	
SplitLumpNodesRevJumpSampler	0.0567968	272	4517	4	10	
SplitLumpNodesRevJumpSampler	0.015466	76	4838	4	100	
TreeScaler	0.508224	618	598	1	0.0406607	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00338532	28	8243	6	none	
NeighborHeightNodeSwap	0.00246624	21	8494	6	none	
GlobalHeightSizeMixer	0.450488	646	788	1	0.0262659	
GlobalHeightSizeRateScaler	0.464465	647	746	1	0.026042	
GlobalNodeHeightDirichletOperator	0.427528	7902	10581	1	0.000146005	
GlobalPopSizeScaler	0.44525	614	765	1	0.0443288	
NodeHeightDirichletOperator	0.649273	5400	2917	6	0.00670001	
NodeHeightMover	0.303981	2520	5770	6	0.000301192	
NodeHeightScaler	0.512367	4288	4081	6	0.0992616	
NodeHeightSlideBumpScaler	0.568524	4754	3608	6	0.0860731	
NodeHeightSlideBumpSwapScaler	0.503463	4216	4158	6	0.102319	
RootHeightScaler	0.488925	9028	9437	1	0.0691315	
SplitLumpNodesRevJumpSampler	0.0401606	230	5497	4	1	
SplitLumpNodesRevJumpSampler	0.0559728	313	5279	4	10	
SplitLumpNodesRevJumpSampler	0.0158288	91	5658	4	100	
TreeScaler	0.500706	709	707	1	0.040903	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00357744	34	9470	6	none	
NeighborHeightNodeSwap	0.00216183	21	9693	6	none	
GlobalHeightSizeMixer	0.457055	745	885	1	0.0263899	
GlobalHeightSizeRateScaler	0.465965	753	863	1	0.0261175	
GlobalNodeHeightDirichletOperator	0.426684	8980	12066	1	0.000145681	
GlobalPopSizeScaler	0.44832	707	870	1	0.0444046	
NodeHeightDirichletOperator	0.646033	6147	3368	6	0.00686346	
NodeHeightMover	0.308145	2932	6583	6	0.000297366	
NodeHeightScaler	0.510517	4854	4654	6	0.0999888	
NodeHeightSlideBumpScaler	0.565979	5430	4164	6	0.0873778	
NodeHeightSlideBumpSwapScaler	0.499008	4781	4800	6	0.102814	
RootHeightScaler	0.48896	10275	10739	1	0.069591	
SplitLumpNodesRevJumpSampler	0.0397432	260	6282	4	1	
SplitLumpNodesRevJumpSampler	0.055933	354	5975	4	10	
SplitLumpNodesRevJumpSampler	0.0150961	99	6459	4	100	
TreeScaler	0.492879	796	819	1	0.0410531	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00402019	43	10653	6	none	
NeighborHeightNodeSwap	0.00220811	24	10845	6	none	
GlobalHeightSizeMixer	0.452174	832	1008	1	0.0263343	
GlobalHeightSizeRateScaler	0.46411	847	978	1	0.0262476	
GlobalNodeHeightDirichletOperator	0.426457	10084	13562	1	0.0001454	
GlobalPopSizeScaler	0.450226	796	972	1	0.0444244	
NodeHeightDirichletOperator	0.643804	6899	3817	6	0.00702065	
NodeHeightMover	0.313522	3376	7392	6	0.000294225	
NodeHeightScaler	0.508118	5414	5241	6	0.100637	
NodeHeightSlideBumpScaler	0.561933	6070	4732	6	0.0883535	
NodeHeightSlideBumpSwapScaler	0.494134	5349	5476	6	0.103324	
RootHeightScaler	0.486024	11476	12136	1	0.0697791	
SplitLumpNodesRevJumpSampler	0.039312	288	7038	4	1	
SplitLumpNodesRevJumpSampler	0.05467	391	6761	4	10	
SplitLumpNodesRevJumpSampler	0.0152257	112	7244	4	100	
TreeScaler	0.493929	895	917	1	0.0414033	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00377106	45	11888	6	none	
NeighborHeightNodeSwap	0.00206937	25	12056	6	none	
GlobalHeightSizeMixer	0.452195	927	1123	1	0.0263963	
GlobalHeightSizeRateScaler	0.462672	942	1094	1	0.0263936	
GlobalNodeHeightDirichletOperator	0.42549	11144	15047	1	0.000145166	
GlobalPopSizeScaler	0.453901	896	1078	1	0.0445742	
NodeHeightDirichletOperator	0.638677	7629	4316	6	0.00714556	
NodeHeightMover	0.317722	3799	8158	6	0.000291572	
NodeHeightScaler	0.505776	5998	5861	6	0.101034	
NodeHeightSlideBumpScaler	0.55767	6711	5323	6	0.0892375	
NodeHeightSlideBumpSwapScaler	0.491482	5885	6089	6	0.103664	
RootHeightScaler	0.48392	12640	13480	1	0.0699509	
SplitLumpNodesRevJumpSampler	0.0376337	306	7825	4	1	
SplitLumpNodesRevJumpSampler	0.0550215	435	7471	4	10	
SplitLumpNodesRevJumpSampler	0.0156212	127	8003	4	100	
TreeScaler	0.494784	996	1017	1	0.0416688	
