generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-109837.552892690524	11.6082818469577802	1	1	1	0.00351208773823904379	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-108438.172170720616	22.9530173421485024	1	1	3	0.00337912738989456238	1	0.5	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398	0.000522892270788966398
20	-106677.64335939505	52.3881130219554905	1	1	8	0.00344624092093641496	1	0.5	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679	0.000554118124591164679
30	-105273.804292372937	34.4693098930179431	1	1	5	0.00374051721715140759	1	0.5	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181	0.000586110431839576181
40	-103773.738711747486	58.4178858466319468	1	1	9	0.00450826046661651717	1	0.5	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528	0.000587473098985212528
50	-102939.733271739999	52.6470327401021621	1	1	8	0.00497090098093981667	1	0.5	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286
60	-102624.280461157672	58.0940564577964906	1	1	9	0.00601273196780647504	1	0.5	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286	0.00061344783311716286
70	-102518.944934944768	47.7784042491723397	1	1	7	0.00647807107155873828	1	0.5	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543	0.000618377519152531543
80	-102415.707035862739	47.2796314383858132	1	1	7	0.00804548008649732041	1	0.5	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377	0.000618590251026044377
90	-102379.855797607845	46.9538464732879817	1	1	7	0.00862725474706387517	1	0.5	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773	0.000628589842122778773
