generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0123566	14	1119	6	none	
NeighborHeightNodeSwap	0.0180921	22	1194	6	none	
GlobalHeightSizeMixer	0.406863	83	121	1	0.0349443	
GlobalHeightSizeRateScaler	0.529412	108	96	1	0.0329293	
GlobalNodeHeightDirichletOperator	0.326328	854	1763	1	0.000249396	
GlobalPopSizeScaler	0.590244	121	84	1	0.0469176	
NodeHeightDirichletOperator	0.644975	783	431	6	0.00671968	
NodeHeightMover	0.201633	247	978	6	0.000432146	
NodeHeightScaler	0.651733	771	412	6	0.0679055	
NodeHeightSlideBumpScaler	0.588235	710	497	6	0.0838671	
NodeHeightSlideBumpSwapScaler	0.673235	820	398	6	0.0600351	
RootHeightScaler	0.573059	1506	1122	1	0.0356729	
SplitLumpNodesRevJumpSampler	0.0580411	48	779	4	1	
SplitLumpNodesRevJumpSampler	0.0614251	50	764	4	10	
SplitLumpNodesRevJumpSampler	0.012837	10	769	4	100	
TreeScaler	0.680982	111	52	1	0.038949	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00633714	15	2352	6	none	
NeighborHeightNodeSwap	0.00899428	22	2424	6	none	
GlobalHeightSizeMixer	0.410798	175	251	1	0.0342488	
GlobalHeightSizeRateScaler	0.501305	192	191	1	0.0337327	
GlobalNodeHeightDirichletOperator	0.33327	1758	3517	1	0.000232896	
GlobalPopSizeScaler	0.560197	228	179	1	0.050304	
NodeHeightDirichletOperator	0.636475	1553	887	6	0.00768144	
NodeHeightMover	0.221311	540	1900	6	0.000377305	
NodeHeightScaler	0.617865	1418	877	6	0.0747217	
NodeHeightSlideBumpScaler	0.581053	1380	995	6	0.0912764	
NodeHeightSlideBumpSwapScaler	0.645093	1525	839	6	0.0682988	
RootHeightScaler	0.556645	2953	2352	1	0.0381285	
SplitLumpNodesRevJumpSampler	0.0414887	68	1571	4	1	
SplitLumpNodesRevJumpSampler	0.0446163	75	1606	4	10	
SplitLumpNodesRevJumpSampler	0.00770713	12	1545	4	100	
TreeScaler	0.618234	217	134	1	0.043898	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00499307	18	3587	6	none	
NeighborHeightNodeSwap	0.00638534	23	3579	6	none	
GlobalHeightSizeMixer	0.431529	271	357	1	0.0345815	
GlobalHeightSizeRateScaler	0.470383	270	304	1	0.0334526	
GlobalNodeHeightDirichletOperator	0.337328	2646	5198	1	0.000224237	
GlobalPopSizeScaler	0.540362	328	279	1	0.0514911	
NodeHeightDirichletOperator	0.62743	2292	1361	6	0.00828675	
NodeHeightMover	0.241746	886	2779	6	0.000353891	
NodeHeightScaler	0.59795	2100	1412	6	0.0786218	
NodeHeightSlideBumpScaler	0.55692	1996	1588	6	0.0942311	
NodeHeightSlideBumpSwapScaler	0.625566	2212	1324	6	0.0725856	
RootHeightScaler	0.544529	4280	3580	1	0.0393067	
SplitLumpNodesRevJumpSampler	0.0394469	97	2362	4	1	
SplitLumpNodesRevJumpSampler	0.0407743	99	2329	4	10	
SplitLumpNodesRevJumpSampler	0.00680851	16	2334	4	100	
TreeScaler	0.542553	306	258	1	0.044146	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0048218	23	4747	6	none	
NeighborHeightNodeSwap	0.00563439	27	4765	6	none	
GlobalHeightSizeMixer	0.435196	366	475	1	0.0346878	
GlobalHeightSizeRateScaler	0.459391	362	426	1	0.0336405	
GlobalNodeHeightDirichletOperator	0.340246	3544	6872	1	0.00021805	
GlobalPopSizeScaler	0.535229	433	376	1	0.0527346	
NodeHeightDirichletOperator	0.625793	3057	1828	6	0.00874999	
NodeHeightMover	0.257893	1258	3620	6	0.000341317	
NodeHeightScaler	0.585811	2758	1950	6	0.0814412	
NodeHeightSlideBumpScaler	0.550518	2659	2171	6	0.0971315	
NodeHeightSlideBumpSwapScaler	0.611381	2890	1837	6	0.075157	
RootHeightScaler	0.535149	5580	4847	1	0.0400374	
SplitLumpNodesRevJumpSampler	0.0354501	115	3129	4	1	
SplitLumpNodesRevJumpSampler	0.0382716	124	3116	4	10	
SplitLumpNodesRevJumpSampler	0.00668577	21	3120	4	100	
TreeScaler	0.520639	391	360	1	0.0445891	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00434492	26	5958	6	none	
NeighborHeightNodeSwap	0.00498339	30	5990	6	none	
