generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
GlobalHeightSizeMixer	0.432063	442	581	1	0.0346054	
GlobalHeightSizeRateScaler	0.440976	452	573	1	0.0333412	
GlobalNodeHeightDirichletOperator	0.343522	4473	8548	1	0.000213802	
GlobalPopSizeScaler	0.519212	527	488	1	0.0529554	
NodeHeightDirichletOperator	0.621555	3789	2307	6	0.00907883	
NodeHeightMover	0.264842	1606	4458	6	0.000330921	
NodeHeightScaler	0.570627	3357	2526	6	0.0829058	
NodeHeightSlideBumpScaler	0.546984	3283	2719	6	0.0989061	
NodeHeightSlideBumpSwapScaler	0.601423	3549	2352	6	0.0773427	
RootHeightScaler	0.527067	6864	6159	1	0.0405448	
SplitLumpNodesRevJumpSampler	0.0319253	130	3942	4	1	
SplitLumpNodesRevJumpSampler	0.0363094	146	3875	4	10	
SplitLumpNodesRevJumpSampler	0.00658895	26	3920	4	100	
TreeScaler	0.519918	509	470	1	0.0455619	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00402666	29	7173	6	none	
NeighborHeightNodeSwap	0.00469613	34	7206	6	none	
GlobalHeightSizeMixer	0.431545	539	710	1	0.0347455	
GlobalHeightSizeRateScaler	0.449793	542	663	1	0.0334947	
GlobalNodeHeightDirichletOperator	0.345686	5401	10223	1	0.00021056	
GlobalPopSizeScaler	0.520695	629	579	1	0.053621	
NodeHeightDirichletOperator	0.619218	4498	2766	6	0.00935045	
NodeHeightMover	0.275862	2000	5250	6	0.000324266	
NodeHeightScaler	0.566352	4016	3075	6	0.0845571	
NodeHeightSlideBumpScaler	0.541915	3911	3306	6	0.100201	
NodeHeightSlideBumpSwapScaler	0.595372	4220	2868	6	0.0791772	
RootHeightScaler	0.521164	8151	7489	1	0.0410052	
SplitLumpNodesRevJumpSampler	0.0327093	159	4702	4	1	
SplitLumpNodesRevJumpSampler	0.0357438	173	4667	4	10	
SplitLumpNodesRevJumpSampler	0.00672551	32	4726	4	100	
TreeScaler	0.516129	608	570	1	0.0459408	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0038059	32	8376	6	none	
NeighborHeightNodeSwap	0.00428673	36	8362	6	none	
GlobalHeightSizeMixer	0.428672	607	809	1	0.0346081	
GlobalHeightSizeRateScaler	0.451264	625	760	1	0.0335529	
GlobalNodeHeightDirichletOperator	0.348564	6385	11933	1	0.00020791	
GlobalPopSizeScaler	0.510745	713	683	1	0.0536363	
NodeHeightDirichletOperator	0.618096	5226	3229	6	0.0096014	
NodeHeightMover	0.281063	2391	6116	6	0.000317923	
NodeHeightScaler	0.564559	4661	3595	6	0.0859796	
NodeHeightSlideBumpScaler	0.536826	4519	3899	6	0.101239	
NodeHeightSlideBumpSwapScaler	0.590667	4886	3386	6	0.0806088	
RootHeightScaler	0.516024	9468	8880	1	0.041334	
SplitLumpNodesRevJumpSampler	0.0319466	182	5515	4	1	
SplitLumpNodesRevJumpSampler	0.0356446	201	5438	4	10	
SplitLumpNodesRevJumpSampler	0.00676397	38	5580	4	100	
TreeScaler	0.508734	699	675	1	0.0461874	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00331469	32	9622	6	none	
NeighborHeightNodeSwap	0.00384256	37	9592	6	none	
GlobalHeightSizeMixer	0.424735	680	921	1	0.034486	
GlobalHeightSizeRateScaler	0.450943	717	873	1	0.0336474	
GlobalNodeHeightDirichletOperator	0.351094	7347	13579	1	0.000205792	
GlobalPopSizeScaler	0.511236	819	783	1	0.0540368	
NodeHeightDirichletOperator	0.614568	5906	3704	6	0.00977187	
NodeHeightMover	0.286141	2777	6928	6	0.000313547	
NodeHeightScaler	0.562447	5314	4134	6	0.0872128	
NodeHeightSlideBumpScaler	0.530657	5115	4524	6	0.10197	
NodeHeightSlideBumpSwapScaler	0.591436	5566	3845	6	0.0820455	
RootHeightScaler	0.513854	10775	10194	1	0.0416284	
SplitLumpNodesRevJumpSampler	0.0323326	210	6285	4	1	
SplitLumpNodesRevJumpSampler	0.0362533	233	6194	4	10	
SplitLumpNodesRevJumpSampler	0.00761224	49	6388	4	100	
TreeScaler	0.501272	788	784	1	0.0462986	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00322343	35	10823	6	none	
NeighborHeightNodeSwap	0.0034291	37	10753	6	none	
GlobalHeightSizeMixer	0.424226	767	1041	1	0.0344591	
GlobalHeightSizeRateScaler	0.447339	807	997	1	0.0336013	
GlobalNodeHeightDirichletOperator	0.352049	8264	15210	1	0.000204003	
GlobalPopSizeScaler	0.507496	914	887	1	0.0543507	
NodeHeightDirichletOperator	0.611777	6639	4213	6	0.00996251	
NodeHeightMover	0.291339	3182	7740	6	0.000309683	
NodeHeightScaler	0.557736	5912	4688	6	0.0880602	
NodeHeightSlideBumpScaler	0.524566	5712	5177	6	0.10254	
NodeHeightSlideBumpSwapScaler	0.587964	6253	4382	6	0.083229	
RootHeightScaler	0.512058	12039	11472	1	0.0418929	
SplitLumpNodesRevJumpSampler	0.0322803	234	7015	4	1	
SplitLumpNodesRevJumpSampler	0.0347983	251	6962	4	10	
SplitLumpNodesRevJumpSampler	0.0071655	52	7205	4	100	
TreeScaler	0.503386	892	880	1	0.0466262	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00299103	36	12000	6	none	
NeighborHeightNodeSwap	0.00317992	38	11912	6	none	
GlobalHeightSizeMixer	0.424951	872	1180	1	0.0343167	
GlobalHeightSizeRateScaler	0.439146	884	1129	1	0.0333652	
GlobalNodeHeightDirichletOperator	0.353427	9205	16840	1	0.000202264	
GlobalPopSizeScaler	0.501988	1010	1002	1	0.0546901	
NodeHeightDirichletOperator	0.606033	7313	4754	6	0.010095	
NodeHeightMover	0.297469	3597	8495	6	0.000306765	
NodeHeightScaler	0.554859	6549	5254	6	0.0888307	
NodeHeightSlideBumpScaler	0.52243	6312	5770	6	0.103155	
NodeHeightSlideBumpSwapScaler	0.583291	6926	4948	6	0.0841692	
RootHeightScaler	0.509353	13288	12800	1	0.0420934	
SplitLumpNodesRevJumpSampler	0.0317599	255	7774	4	1	
SplitLumpNodesRevJumpSampler	0.0366571	293	7700	4	10	
SplitLumpNodesRevJumpSampler	0.00817945	66	8003	4	100	
TreeScaler	0.499493	986	988	1	0.0467598	
