"plate_id","plate_index","row","column","sample_id","sample_id2","species","reassign","rename","sex","latitude","longitude","year","month","group"
"plate2",2,"A",2,"kac_152","kac152","terrestris","terrestris","kac152_terrestris","?",32.454233,-85.776336,2019,"4",3
"plate2",3,"A",3,"kac_153","kac153","terrestris","terrestris","kac153_terrestris","?",32.454233,-85.776336,2019,"4",3
"plate2",4,"A",4,"kac_154","kac154","terrestris","terrestris","kac154_terrestris","?",32.465744,-85.769772,2019,"4",3
"plate2",5,"A",5,"kac_155","kac155","terrestris","terrestris","kac155_terrestris","?",32.469615,-85.773691,2019,"4",3
"plate2",6,"A",6,"kac_156","kac156","terrestris","terrestris","kac156_terrestris","?",32.477095,-85.791747,2019,"4",3
"plate2",7,"A",7,"kac_157","kac157","fowleri","fowleri","kac157_fowleri","m",32.437695,-85.636201,2019,"4",1
"plate2",8,"A",8,"kac_158","kac158","terrestris","terrestris","kac158_terrestris","?",32.477095,-85.791747,2019,"4",3
"plate2",9,"A",9,"kac_159","kac159","terrestris","terrestris","kac159_terrestris","?",32.490004,-85.797409,2019,"4",3
"plate2",10,"A",10,"kac_160","kac160","terrestris","terrestris","kac160_terrestris","?",32.408088,-85.478571,2019,"4",3
"plate2",11,"A",11,"kac_161","kac161","terrestris","terrestris","kac161_terrestris","?",32.417444,-85.471168,2019,"4",3
"plate2",12,"A",12,"kac_162","kac162","terrestris","terrestris","kac162_terrestris","?",32.35417,-86.098383,NA,"",3
"plate2",13,"B",1,"kac_163","kac163","terrestris","terrestris","kac163_terrestris","?",32.339941,-86.099463,NA,"",3
"plate2",14,"B",2,"kac_164","kac164","terrestris","terrestris","kac164_terrestris","?",32.315622,-86.137894,NA,"",3
"plate2",15,"B",3,"kac_165","kac165","americanus","fowleri","kac165_fowleri","m",32.663564,-85.484982,2018,"4",1
"plate2",16,"B",4,"kac_166","kac166","americanus","fowleri","kac166_fowleri","j",32.663564,-85.484982,2018,"4",1
"plate2",17,"B",5,"kac_167","kac167","americanus","terrestris","kac167_terrestris","f",33.066201,-86.603276,2019,"4",3
"plate2",18,"B",6,"kac_172","kac172","americanus","americanus","kac172_americanus","f",32.621711,-85.614672,2019,"5",4
"plate2",19,"B",7,"kac_173","kac173","americanus","americanus","kac173_americanus","f",32.617511,-85.643347,2019,"5",4
"plate2",20,"B",8,"kac_174","kac174","americanus","fowleri","kac174_fowleri","f",32.629382,-85.638284,2019,"5",1
"plate2",21,"B",9,"kac_175","kac175","americanus","fowleri","kac175_fowleri","f",32.648495,-85.647115,2019,"5",1
"plate2",22,"B",10,"kac_176","kac176","americanus","americanus","kac176_americanus","f",32.668357,-85.662326,2019,"5",4
"plate2",23,"B",11,"kac_177","kac177","americanus","americanus","kac177_americanus","f",32.655707,-85.571337,2019,"5",4
"plate2",25,"C",1,"kac_179","kac179","fowleri","fowleri","kac179_fowleri","m",32.386444,-85.235611,2019,"5",1
"plate2",26,"C",2,"kac_180","kac180","fowleri","fowleri","kac180_fowleri","m",32.386444,-85.235611,2019,"5",1
"plate2",27,"C",3,"kac_181","kac181","terrestris","terrestris","kac181_terrestris","m",32.386444,-85.235611,2019,"5",3
"plate2",28,"C",4,"kac_182","kac182","terrestris","terrestris","kac182_terrestris","m",32.385793,-85.235653,2019,"5",3
"plate2",29,"C",5,"kac_183","kac183","terrestris","terrestris","kac183_terrestris","m",32.385793,-85.235653,2019,"5",3
"plate2",30,"C",6,"kac_184","kac184","terrestris","terrestris","kac184_terrestris","m",32.385793,-85.235653,2019,"5",3
"plate2",31,"C",7,"kac_185","kac185","terrestris","terrestris","kac185_terrestris","m",32.385793,-85.235653,2019,"5",3
"plate2",32,"C",8,"kac_186","kac186","fowleri","fowleri","kac186_fowleri","m",32.385793,-85.235653,2019,"5",1
"plate2",33,"C",9,"kac_187","kac187","americanus","terrestris","kac187_terrestris","m",32.645479,-85.551346,2020,"2",3
"plate2",34,"C",10,"kac_188","kac188","terrestris","terrestris","kac188_terrestris","f",32.409763,-85.602077,2020,"2",3
"plate2",35,"C",11,"kac_189","kac189","terrestris","terrestris","kac189_terrestris","f",33.091522,-86.566863,2020,"3",3
"plate2",36,"C",12,"kac_190","kac190","terrestris","terrestris","kac190_terrestris","f",33.112983,-86.694343,2020,"3",3
"plate2",37,"D",1,"kac_191","kac191","terrestris","terrestris","kac191_terrestris","m",33.106591,-86.682277,2020,"3",3
"plate2",38,"D",2,"kac_192","kac192","terrestris","terrestris","kac192_terrestris","f",33.105093,-86.680138,2020,"3",3
"plate2",39,"D",3,"kac_193","kac193","terrestris","terrestris","kac193_terrestris","f",33.07896,-86.672859,2020,"3",3
"plate2",40,"D",4,"kac_194","kac194","terrestris","terrestris","kac194_terrestris","m",32.939331,-86.620078,2020,"3",3
"plate2",41,"D",5,"kac_195","kac195","terrestris","terrestris","kac195_terrestris","f",32.947455,-86.621458,2020,"3",3
"plate2",42,"D",6,"kac_196","kac196","terrestris","terrestris","kac196_terrestris","f",32.948288,-86.621901,2020,"3",3
"plate2",43,"D",7,"kac_197","kac197","terrestris","terrestris","kac197_terrestris","m",32.949291,-86.622407,2020,"3",3
"plate2",45,"D",9,"kac_199","kac199","terrestris","terrestris","kac199_terrestris","f",32.957938,-86.624769,2020,"3",3
"plate2",46,"D",10,"kac_200","kac200","terrestris","terrestris","kac200_terrestris","f",32.959396,-86.624885,2020,"3",3
"plate2",47,"D",11,"kac_202","kac202","americanus","fowleri","kac202_fowleri","f",33.251041,-86.438502,2020,"3",1
"plate2",48,"D",12,"kac_203","kac203","fowleri","fowleri","kac203_fowleri","m",32.622944,-85.496597,2020,"4",1
"plate2",49,"E",1,"kac_204","kac204","americanus","fowleri","kac204_fowleri","j",32.622944,-85.496597,2020,"4",1
"plate2",50,"E",2,"kac_205","kac205","americanus","terrestris","kac205_terrestris","m",32.548519,-85.486919,2020,"3",3
"plate2",51,"E",3,"kac_206","kac206","terrestris","americanus","kac206_americanus","f",33.307591,-86.582013,2020,"4",4
"plate2",52,"E",4,"kac_207","kac207","terrestris","americanus","kac207_americanus","j",33.316847,-86.575965,2020,"4",4
"plate2",53,"E",5,"kac_208","kac208","americanus","americanus","kac208_americanus","m",33.098294,-86.565293,2020,"4",4
"plate2",54,"E",6,"kac_209","kac209","americanus","terrestris","kac209_terrestris","f",33.086002,-86.563938,2020,"4",3
"plate2",55,"E",7,"kac_210","kac210","americanus","terrestris","kac210_terrestris","m",33.086002,-86.563938,2020,"4",3
"plate2",56,"E",8,"kac_211","kac211","terrestris","terrestris","kac211_terrestris","m",33.014643,-86.609949,2020,"4",3
"plate2",57,"E",9,"kac_212","kac212","terrestris","terrestris","kac212_terrestris","m",33.012085,-86.617071,2020,"4",3
"plate2",58,"E",10,"kac_213","kac213","terrestris","terrestris","kac213_terrestris","f",33.004352,-86.637099,2020,"4",3
"plate2",59,"E",11,"kac_214","kac214","americanus","terrestris","kac214_terrestris","m",32.999914,-86.641813,2020,"4",3
"plate2",60,"E",12,"kac_215","kac215","terrestris","terrestris","kac215_terrestris","m",32.996047,-86.645262,2020,"4",3
"plate2",62,"F",2,"kac_217","kac217","terrestris","terrestris","kac217_terrestris","m",32.914699,-86.602699,2020,"4",3
"plate2",63,"F",3,"kac_218","kac218","terrestris","terrestris","kac218_terrestris","m",32.924322,-86.598953,2020,"4",3
"plate2",64,"F",4,"kac_219","kac219","terrestris","terrestris","kac219_terrestris","f",32.93987,-86.561135,2020,"4",3
"plate2",65,"F",5,"kac_220","kac220","americanus","americanus","kac220_americanus","m",32.96579,-86.508917,2020,"4",4
"plate2",66,"F",6,"kac_221","kac221","americanus","americanus","kac221_americanus","j",32.963888,-86.425495,2020,"4",4
"plate2",67,"F",7,"kac_223","kac223","americanus","terrestris","kac223_terrestris","m",32.533621,-85.798389,2020,"4",3
"plate2",68,"F",8,"kac_224","kac224","americanus","terrestris","kac224_terrestris","f",32.48869,-85.795555,2020,"4",3
"plate2",69,"F",9,"kac_225","kac225","americanus","terrestris","kac225_terrestris","f",32.501593,-85.798595,2020,"4",3
"plate2",70,"F",10,"kac_226","kac226","americanus","fowleri","kac226_fowleri","m",32.481193,-85.798379,2020,"4",1
"plate2",71,"F",11,"kac_230","kac230","terrestris","terrestris","kac230_terrestris","m",30.809332,-86.776858,2020,"5",3
"plate2",72,"F",12,"kac_232","kac232","terrestris","terrestris","kac232_terrestris","?",30.809216,-86.789938,2020,"5",3
"plate2",73,"G",1,"kac_233","kac233","terrestris","terrestris","kac233_terrestris","?",30.809216,-86.789938,2020,"5",3
"plate2",74,"G",2,"kac_234","kac234","terrestris","terrestris","kac234_terrestris","?",30.809216,-86.789938,2020,"5",3
"plate2",75,"G",3,"kac_236","kac236","terrestris","terrestris","kac236_terrestris","?",30.826322,-86.802577,2020,"5",3
"plate2",76,"G",4,"kac_237","kac237","terrestris","terrestris","kac237_terrestris","?",30.837332,-86.7763,2020,"5",3
"plate2",77,"G",5,"kac_238","kac238","terrestris","terrestris","kac238_terrestris","?",30.824332,-86.762838,2020,"5",3
"plate2",78,"G",6,"kac_239","kac239","terrestris","terrestris","kac239_terrestris","?",30.8016249,-86.7665909,2020,"5",3
"plate2",79,"G",7,"kac_240","kac240","americanus","fowleri","kac240_fowleri","f",32.6432798,-85.3711405,2020,"6",1
"plate2",80,"G",8,"kac_241","kac241","americanus","fowleri","kac241_fowleri","f",32.6432798,-85.3711405,2020,"6",1
"plate2",81,"G",9,"kac_242","kac242","americanus","americanus","kac242_americanus","m",34.504456,-85.637683,2020,"7",4
"plate2",83,"G",11,"kac_244","kac244","americanus","fowleri","kac244_fowleri","m",32.8926113,-93.8875622,2021,"9",3
"plate2",84,"G",12,"t_1020","t1020","terrestris","terrestris","t1020_terrestris","m",31.107834,-86.622468,2017,"?",3
"plate2",85,"H",1,"t_1030","t1030","terrestris","terrestris","t1030_terrestris","f",31.990423,-85.074232,2018,"?",3
"plate2",86,"H",2,"t_2004","t2004","americanus","americanus","t2004_americanus","f",33.582946,-85.73524,2018,"?",4
"plate2",87,"H",3,"t_2040","t2040","americanus","americanus","t2040_americanus","m",33.582945,-85.735393,2018,"?",4
"plate2",88,"H",4,"t_2043","t2043","americanus","americanus","t2043_americanus","f",32.816418,-86.38018,2018,"?",4
"plate2",89,"H",5,"t_3040","t3040","fowleri","fowleri","t3040_fowleri","m",32.386444,-85.235611,2018,"?",1
"plate2",90,"H",6,"t_2020","t2020","americanus","americanus","t2020_americanus","f",33.238526,-85.962698,2017,"?",4
"plate2",91,"H",7,"t_1040","t1040","terrestris","terrestris","t1040_terrestris","m",31.990158,-85.070458,2018,"?",3
"plate3",1,"A",1,"kac_2018-02-17-01","kac2018021701","americanus","americanus","kac2018021701_americanus","?",33.55274,-85.829132,2018,"2",4
"plate3",2,"A",2,"kac_2018-02-17-04","kac2018021704","americanus","americanus","kac2018021704_americanus","?",33.485484,-85.888566,2018,"2",4
"plate3",3,"A",3,"kac_2018-02-17-05","kac2018021705","americanus","americanus","kac2018021705_americanus","?",33.316494,-86.052932,2018,"2",4
"plate3",4,"A",4,"kac_2018-02-17-06","kac2018021706","americanus","americanus","kac2018021706_americanus","?",33.284428,-86.084432,2018,"2",4
"plate3",5,"A",5,"kac_2018-02-17-07","kac2018021707","americanus","americanus","kac2018021707_americanus","?",33.245762,-86.081675,2018,"2",4
"plate3",6,"A",6,"kac_2018-03-10-1","kac201803101","americanus","americanus","kac201803101_americanus","?",32.910571,-86.092722,2018,"3",4
"plate3",7,"A",7,"kac_2018-03-10-2","kac201803102","americanus","fowleri","kac201803102_fowleri","?",32.931161,-86.084646,2018,"3",1
"plate3",9,"A",9,"kac_2018-03-10-4","kac201803104","americanus","americanus","kac201803104_americanus","?",32.897867,-86.26061,2018,"3",4
"plate3",10,"A",10,"kac_2018-03-10-5","kac201803105","americanus","americanus","kac201803105_americanus","?",32.816418,-86.38018,2018,"3",4
"plate3",11,"A",11,"kac_2018-08-18-1","kac201808181","terrestris","terrestris","kac201808181_terrestris","?",30.669021,-81.440135,2018,"8",3
"plate3",13,"B",1,"kac_2018-08-18-3","kac201808183","terrestris","terrestris","kac201808183_terrestris","?",30.432818,-81.640876,2018,"8",3
"plate3",14,"B",2,"kac_2018-08-18-4","kac201808184","terrestris","terrestris","kac201808184_terrestris","?",30.669021,-81.440135,2018,"8",3
"plate3",16,"B",4,"kac_2019-08-25-2","kac201908252","americanus","fowleri","kac201908252_fowleri","j",34.218521,-87.366617,2019,"8",1
"plate3",17,"B",5,"msb_75646","msb75646","speciosus","woodhousii","msb75646_woodhousii","",33.36365042,-104.3428216,2009,"",2
"plate3",19,"B",7,"msb_92691","msb92691","baxteri","baxteri","msb92691_baxteri","",41.211821,-105.8255766,2002,"",5
"plate3",20,"B",8,"msb_92692","msb92692","baxteri","baxteri","msb92692_baxteri","",41.211821,-105.8255766,2002,"",5
"plate3",25,"C",1,"msb_100800","msb100800","woodhousii","woodhousii","msb100800_woodhousii","",36.73611667,-114.2197167,2020,"",2
"plate3",31,"C",7,"msb_104644","msb104644","americanus","americanus","msb104644_americanus","",36.95124,-94.27782,2021,"",4
"plate3",33,"C",9,"msb_104681","msb104681","hemiophrys","hemiophrys","msb104681_hemiophrys","",46.47076,-97.04604,2021,"",5
"plate3",34,"C",10,"msb_104731","msb104731","woodhousii","woodhousii","msb104731_woodhousii","",42.61091,-100.65607,2021,"",2
"plate3",35,"C",11,"utep_18705","utep18705","woodhousii","woodhousii","utep18705_woodhousii","",32.45198333,-106.8831667,2002,"",2
"plate3",36,"C",12,"utep_19941","utep19941","woodhousii","fowleri","utep19941_fowleri","",34.79136667,-88.95715,2009,"",1
"plate3",37,"D",1,"utep_19943","utep19943","woodhousii","fowleri","utep19943_fowleri","",33.81998333,-88.29533333,2009,"",1
"plate3",38,"D",2,"utep_19947","utep19947","terrestris","terrestris","utep19947_terrestris","",31.22431667,-88.77548333,2009,"",3
"plate3",39,"D",3,"utep_20105","utep20105","woodhousii","woodhousii","utep20105_woodhousii","",33.62853333,-103.0819833,2010,"",2
"plate3",40,"D",4,"utep_20482","utep20482","velatus","woodhousii","utep20482_woodhousii","",32.907083,-94.74945,NA,"",2
"plate3",41,"D",5,"utep_20921","utep20921","woodhousii","americanus","utep20921_americanus","",35.55405,-91.83443333,2014,"",4
"plate3",48,"D",12,"utep_21886","utep21886","woodhousii","woodhousii","utep21886_woodhousii","",35.078,-100.4339167,2018,"",2
"plate3",49,"E",1,"aht_1975","aht1975","americanus","americanus","aht1975_americanus","",32.77356389,-85.53325,NA,"",4
