generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0121704	18	1461	7	none	
NeighborHeightNodeSwap	0.00983146	14	1410	7	none	
GlobalHeightSizeMixer	0.440758	93	118	1	0.0398163	
GlobalHeightSizeRateScaler	0.6	114	76	1	0.0325106	
GlobalNodeHeightDirichletOperator	0.299467	899	2103	1	0.000308094	
GlobalPopSizeScaler	0.572917	110	82	1	0.0697165	
NodeHeightDirichletOperator	0.689944	988	444	7	0.00824325	
NodeHeightMover	0.252015	344	1021	7	0.000569342	
NodeHeightScaler	0.640029	889	500	7	0.0736107	
NodeHeightSlideBumpScaler	0.572586	848	633	7	0.0964412	
NodeHeightSlideBumpSwapScaler	0.656096	931	488	7	0.0660516	
RootHeightScaler	0.658399	1991	1033	1	0.0498343	
SplitLumpNodesRevJumpSampler	0.0504115	49	923	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0769231	71	852	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0194805	18	906	4.66667	100	
TreeScaler	0.626214	129	77	1	0.0546626	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00796951	23	2863	7	none	
NeighborHeightNodeSwap	0.00625	18	2862	7	none	
GlobalHeightSizeMixer	0.459057	185	218	1	0.0411932	
GlobalHeightSizeRateScaler	0.540741	219	186	1	0.0341847	
GlobalNodeHeightDirichletOperator	0.297498	1807	4267	1	0.000279294	
GlobalPopSizeScaler	0.513716	206	195	1	0.0711662	
NodeHeightDirichletOperator	0.676596	1908	912	7	0.00969609	
NodeHeightMover	0.27058	756	2038	7	0.00051089	
NodeHeightScaler	0.602465	1711	1129	7	0.0813142	
NodeHeightSlideBumpScaler	0.53656	1563	1350	7	0.101928	
NodeHeightSlideBumpSwapScaler	0.636266	1786	1021	7	0.0746261	
RootHeightScaler	0.630392	3829	2245	1	0.0562041	
SplitLumpNodesRevJumpSampler	0.0348958	67	1853	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0487805	92	1794	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0143617	27	1853	4.66667	100	
TreeScaler	0.549479	211	173	1	0.0555305	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00662706	29	4347	7	none	
NeighborHeightNodeSwap	0.00604651	26	4274	7	none	
GlobalHeightSizeMixer	0.45799	278	329	1	0.041894	
GlobalHeightSizeRateScaler	0.546512	329	273	1	0.0351605	
GlobalNodeHeightDirichletOperator	0.305319	2761	6282	1	0.000266512	
GlobalPopSizeScaler	0.491554	291	301	1	0.070962	
NodeHeightDirichletOperator	0.669807	2773	1367	7	0.0105361	
NodeHeightMover	0.279025	1168	3018	7	0.000481397	
NodeHeightScaler	0.5911	2537	1755	7	0.0859752	
NodeHeightSlideBumpScaler	0.532081	2322	2042	7	0.105202	
NodeHeightSlideBumpSwapScaler	0.620435	2684	1642	7	0.079904	
RootHeightScaler	0.617195	5585	3464	1	0.059768	
SplitLumpNodesRevJumpSampler	0.0358146	102	2746	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0477528	136	2712	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0133912	37	2726	4.66667	100	
TreeScaler	0.519931	300	277	1	0.055816	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00535313	31	5760	7	none	
NeighborHeightNodeSwap	0.00555749	32	5726	7	none	
GlobalHeightSizeMixer	0.450243	371	453	1	0.0421253	
GlobalHeightSizeRateScaler	0.546914	443	367	1	0.0360179	
GlobalNodeHeightDirichletOperator	0.310199	3741	8319	1	0.000257877	
GlobalPopSizeScaler	0.488693	389	407	1	0.0716585	
NodeHeightDirichletOperator	0.658532	3697	1917	7	0.01119	
NodeHeightMover	0.293424	1642	3954	7	0.000466172	
NodeHeightScaler	0.581777	3333	2396	7	0.0885412	
NodeHeightSlideBumpScaler	0.531037	3037	2682	7	0.107693	
NodeHeightSlideBumpSwapScaler	0.613944	3540	2226	7	0.0836464	
RootHeightScaler	0.609845	7359	4708	1	0.0622433	
SplitLumpNodesRevJumpSampler	0.0333859	127	3677	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0474558	180	3613	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0130081	48	3642	4.66667	100	
TreeScaler	0.518617	390	362	1	0.0564551	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00516471	37	7127	7	none	
NeighborHeightNodeSwap	0.0055991	40	7104	7	none	
GlobalHeightSizeMixer	0.455446	460	550	1	0.0423324	
GlobalHeightSizeRateScaler	0.540196	551	469	1	0.0364754	
GlobalNodeHeightDirichletOperator	0.311313	4703	10404	1	0.00025064	
GlobalPopSizeScaler	0.483685	504	538	1	0.0725108	
NodeHeightDirichletOperator	0.652699	4595	2445	7	0.0116837	
NodeHeightMover	0.302837	2135	4915	7	0.000454877	
NodeHeightScaler	0.577939	4134	3019	7	0.0908175	
NodeHeightSlideBumpScaler	0.527031	3763	3377	7	0.109224	
NodeHeightSlideBumpSwapScaler	0.60687	4364	2827	7	0.0862612	
RootHeightScaler	0.599802	9069	6051	1	0.0640292	
SplitLumpNodesRevJumpSampler	0.0338052	160	4573	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0479105	227	4511	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0128866	60	4596	4.66667	100	
TreeScaler	0.500531	471	470	1	0.0561941	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00479588	41	8508	7	none	
NeighborHeightNodeSwap	0.00537509	46	8512	7	none	
GlobalHeightSizeMixer	0.455528	548	655	1	0.0424483	
GlobalHeightSizeRateScaler	0.533115	652	571	1	0.0371211	
GlobalNodeHeightDirichletOperator	0.317912	5779	12399	1	0.000245965	
GlobalPopSizeScaler	0.480707	598	646	1	0.0724942	
NodeHeightDirichletOperator	0.652943	5503	2925	7	0.0121469	
NodeHeightMover	0.30894	2609	5836	7	0.00044692	
NodeHeightScaler	0.569517	4895	3700	7	0.0923395	
NodeHeightSlideBumpScaler	0.521917	4465	4090	7	0.110241	
NodeHeightSlideBumpSwapScaler	0.600831	5205	3458	7	0.0881315	
RootHeightScaler	0.588656	10700	7477	1	0.0652897	
SplitLumpNodesRevJumpSampler	0.034185	194	5481	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0463368	265	5454	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0121733	68	5518	4.66667	100	
TreeScaler	0.490061	567	590	1	0.0566391	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00470565	47	9941	7	none	
NeighborHeightNodeSwap	0.00491376	49	9923	7	none	
GlobalHeightSizeMixer	0.468816	669	758	1	0.0430519	
GlobalHeightSizeRateScaler	0.521277	735	675	1	0.0369708	
GlobalNodeHeightDirichletOperator	0.32245	6834	14360	1	0.00024247	
GlobalPopSizeScaler	0.479095	699	760	1	0.0728853	
NodeHeightDirichletOperator	0.651868	6387	3411	7	0.0125191	
NodeHeightMover	0.314629	3112	6779	7	0.000440104	
NodeHeightScaler	0.566933	5675	4335	7	0.0938095	
NodeHeightSlideBumpScaler	0.520351	5216	4808	7	0.111644	
NodeHeightSlideBumpSwapScaler	0.594186	6009	4104	7	0.0896638	
RootHeightScaler	0.583842	12350	8803	1	0.0663725	
SplitLumpNodesRevJumpSampler	0.0346803	230	6402	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0462096	306	6316	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0125459	82	6454	4.66667	100	
TreeScaler	0.489599	659	687	1	0.0570336	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00448865	51	11311	7	none	
NeighborHeightNodeSwap	0.00509219	58	11332	7	none	
GlobalHeightSizeMixer	0.47349	768	854	1	0.0433581	
GlobalHeightSizeRateScaler	0.525063	838	758	1	0.0372584	
GlobalNodeHeightDirichletOperator	0.325756	7896	16343	1	0.00023956	
GlobalPopSizeScaler	0.46435	775	894	1	0.0724281	
NodeHeightDirichletOperator	0.650929	7321	3926	7	0.0128702	
NodeHeightMover	0.319708	3637	7739	7	0.000434426	
NodeHeightScaler	0.564257	6463	4991	7	0.0950245	
NodeHeightSlideBumpScaler	0.51849	5959	5534	7	0.11253	
NodeHeightSlideBumpSwapScaler	0.591064	6773	4686	7	0.0911015	
RootHeightScaler	0.576777	13958	10242	1	0.0672201	
SplitLumpNodesRevJumpSampler	0.0331499	253	7379	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0480477	363	7192	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0128635	96	7367	4.66667	100	
TreeScaler	0.482445	742	796	1	0.0568619	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00461659	59	12721	7	none	
NeighborHeightNodeSwap	0.00462491	59	12698	7	none	
GlobalHeightSizeMixer	0.475509	864	953	1	0.0435554	
GlobalHeightSizeRateScaler	0.512383	931	886	1	0.0373275	
GlobalNodeHeightDirichletOperator	0.327587	8950	18371	1	0.000236903	
GlobalPopSizeScaler	0.466984	884	1009	1	0.072742	
NodeHeightDirichletOperator	0.647341	8218	4477	7	0.0131608	
NodeHeightMover	0.320287	4108	8718	7	0.000428289	
NodeHeightScaler	0.558537	7223	5709	7	0.0959006	
