generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NodeHeightSlideBumpScaler	0.517904	6653	6193	7	0.113457	
NodeHeightSlideBumpSwapScaler	0.583411	7491	5349	7	0.0919952	
RootHeightScaler	0.571791	15571	11661	1	0.0679781	
SplitLumpNodesRevJumpSampler	0.0321791	276	8301	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0473442	402	8089	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0126928	107	8323	4.66667	100	
TreeScaler	0.476108	827	910	1	0.0567266	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00444037	63	14125	7	none	
NeighborHeightNodeSwap	0.00486189	69	14123	7	none	
GlobalHeightSizeMixer	0.476026	963	1060	1	0.0436158	
GlobalHeightSizeRateScaler	0.507723	1019	988	1	0.0374175	
GlobalNodeHeightDirichletOperator	0.329333	9990	20344	1	0.000234656	
GlobalPopSizeScaler	0.458672	960	1133	1	0.0722955	
NodeHeightDirichletOperator	0.646863	9113	4975	7	0.01343	
NodeHeightMover	0.324888	4629	9619	7	0.000424716	
NodeHeightScaler	0.557655	7999	6345	7	0.096796	
NodeHeightSlideBumpScaler	0.516887	7392	6909	7	0.114236	
NodeHeightSlideBumpSwapScaler	0.579788	8273	5996	7	0.0930141	
RootHeightScaler	0.566723	17136	13101	1	0.0685628	
SplitLumpNodesRevJumpSampler	0.0328975	312	9172	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0480382	453	8977	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0126015	118	9246	4.66667	100	
TreeScaler	0.476142	928	1021	1	0.0569961	
