generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NodeHeightSlideBumpScaler	0.558028	4063	3218	7	0.101348	
NodeHeightSlideBumpSwapScaler	0.559435	3958	3117	7	0.102548	
RootHeightScaler	0.527438	7987	7156	1	0.0728943	
SplitLumpNodesRevJumpSampler	0.0318336	150	4562	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0493331	233	4490	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0116847	55	4652	4.66667	100	
TreeScaler	0.521739	540	495	1	0.0516976	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00480769	41	8487	7	none	
NeighborHeightNodeSwap	0.00573368	49	8497	7	none	
GlobalHeightSizeMixer	0.451074	567	690	1	0.0446338	
GlobalHeightSizeRateScaler	0.490778	612	635	1	0.0403261	
GlobalNodeHeightDirichletOperator	0.315393	5743	12466	1	0.000251342	
GlobalPopSizeScaler	0.506266	606	591	1	0.0717408	
NodeHeightDirichletOperator	0.71168	6008	2434	7	0.00845419	
NodeHeightMover	0.348474	2900	5422	7	0.000392551	
NodeHeightScaler	0.572965	4900	3652	7	0.0911498	
NodeHeightSlideBumpScaler	0.551189	4797	3906	7	0.102706	
NodeHeightSlideBumpSwapScaler	0.551485	4697	3820	7	0.103805	
RootHeightScaler	0.523648	9544	8682	1	0.0738412	
SplitLumpNodesRevJumpSampler	0.0325801	186	5523	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0487762	275	5363	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0112994	64	5600	4.66667	100	
TreeScaler	0.514671	649	612	1	0.0524122	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0044991	45	9957	7	none	
NeighborHeightNodeSwap	0.00501454	50	9921	7	none	
GlobalHeightSizeMixer	0.450596	643	784	1	0.0445572	
GlobalHeightSizeRateScaler	0.480028	697	755	1	0.0401357	
GlobalNodeHeightDirichletOperator	0.318664	6763	14460	1	0.000247393	
GlobalPopSizeScaler	0.492484	688	709	1	0.0715505	
NodeHeightDirichletOperator	0.705733	6967	2905	7	0.0087824	
NodeHeightMover	0.353344	3461	6334	7	0.000389245	
NodeHeightScaler	0.565496	5651	4342	7	0.0925698	
NodeHeightSlideBumpScaler	0.548384	5548	4569	7	0.103994	
NodeHeightSlideBumpSwapScaler	0.544003	5384	4513	7	0.105067	
RootHeightScaler	0.521071	11054	10160	1	0.0745434	
SplitLumpNodesRevJumpSampler	0.0322142	213	6399	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0478805	314	6244	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0106847	71	6574	4.66667	100	
TreeScaler	0.511371	742	709	1	0.0527255	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00443826	51	11440	7	none	
NeighborHeightNodeSwap	0.00494525	56	11268	7	none	
GlobalHeightSizeMixer	0.453883	748	900	1	0.045032	
GlobalHeightSizeRateScaler	0.47116	776	871	1	0.0399949	
GlobalNodeHeightDirichletOperator	0.319466	7779	16571	1	0.000243587	
GlobalPopSizeScaler	0.482823	773	828	1	0.0711038	
NodeHeightDirichletOperator	0.700507	7880	3369	7	0.00904829	
NodeHeightMover	0.352601	3959	7269	7	0.000384307	
NodeHeightScaler	0.563771	6405	4956	7	0.0938941	
NodeHeightSlideBumpScaler	0.545865	6284	5228	7	0.105116	
NodeHeightSlideBumpSwapScaler	0.541571	6136	5194	7	0.106185	
RootHeightScaler	0.519551	12649	11697	1	0.0751674	
SplitLumpNodesRevJumpSampler	0.0313736	238	7348	4.66667	1	
SplitLumpNodesRevJumpSampler	0.047676	359	7171	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0102403	78	7539	4.66667	100	
TreeScaler	0.512789	842	800	1	0.0531817	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00464648	60	12853	7	none	
NeighborHeightNodeSwap	0.00461803	59	12717	7	none	
GlobalHeightSizeMixer	0.458651	843	995	1	0.045281	
GlobalHeightSizeRateScaler	0.472658	873	974	1	0.0400527	
GlobalNodeHeightDirichletOperator	0.322642	8822	18521	1	0.000240905	
GlobalPopSizeScaler	0.47933	858	932	1	0.071184	
NodeHeightDirichletOperator	0.698835	8820	3801	7	0.00932119	
NodeHeightMover	0.354028	4482	8178	7	0.000380681	
NodeHeightScaler	0.560981	7180	5619	7	0.0949574	
NodeHeightSlideBumpScaler	0.542091	7019	5929	7	0.106146	
NodeHeightSlideBumpSwapScaler	0.538046	6880	5907	7	0.107119	
RootHeightScaler	0.516377	14126	13230	1	0.075606	
SplitLumpNodesRevJumpSampler	0.0303951	260	8294	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0472507	397	8005	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0105079	90	8475	4.66667	100	
TreeScaler	0.512779	943	896	1	0.0535887	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00467942	67	14251	7	none	
NeighborHeightNodeSwap	0.00442789	63	14165	7	none	
GlobalHeightSizeMixer	0.457944	931	1102	1	0.0454314	
GlobalHeightSizeRateScaler	0.466081	955	1094	1	0.0399963	
GlobalNodeHeightDirichletOperator	0.3231	9809	20550	1	0.000238186	
GlobalPopSizeScaler	0.472691	952	1062	1	0.0711412	
NodeHeightDirichletOperator	0.697448	9811	4256	7	0.00957398	
NodeHeightMover	0.358169	5038	9028	7	0.00037837	
NodeHeightScaler	0.55921	7957	6272	7	0.0960512	
NodeHeightSlideBumpScaler	0.538306	7722	6623	7	0.106829	
NodeHeightSlideBumpSwapScaler	0.535031	7583	6590	7	0.107898	
RootHeightScaler	0.514217	15625	14761	1	0.0760139	
SplitLumpNodesRevJumpSampler	0.0301275	286	9207	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0482973	451	8887	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0103299	98	9389	4.66667	100	
TreeScaler	0.503664	1031	1016	1	0.0536681	
