generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
SplitLumpNodesRevJumpSampler	0.0432206	372	8235	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0104694	89	8412	4.66667	100	
TreeScaler	0.560264	1018	799	1	0.0486023	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00469615	67	14200	7	none	
NeighborHeightNodeSwap	0.00492576	70	14141	7	none	
GlobalHeightSizeMixer	0.445554	892	1110	1	0.0467965	
GlobalHeightSizeRateScaler	0.50224	1009	1000	1	0.0375297	
GlobalNodeHeightDirichletOperator	0.410082	12560	18068	1	0.000169839	
GlobalPopSizeScaler	0.494195	979	1002	1	0.0649464	
NodeHeightDirichletOperator	0.665637	9484	4764	7	0.0115245	
NodeHeightMover	0.324192	4575	9537	7	0.000424904	
NodeHeightScaler	0.591412	8346	5766	7	0.0894678	
NodeHeightSlideBumpScaler	0.560446	7946	6232	7	0.098552	
NodeHeightSlideBumpSwapScaler	0.561948	7960	6205	7	0.0966798	
RootHeightScaler	0.572545	17517	13078	1	0.0674089	
SplitLumpNodesRevJumpSampler	0.0316562	302	9238	4.66667	1	
SplitLumpNodesRevJumpSampler	0.042769	409	9154	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0103869	98	9337	4.66667	100	
TreeScaler	0.5583	1130	894	1	0.0491139	
