generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0122744	17	1368	7	none	
NeighborHeightNodeSwap	0.0126671	18	1403	7	none	
GlobalHeightSizeMixer	0.448113	95	117	1	0.0461889	
GlobalHeightSizeRateScaler	0.576923	120	88	1	0.0310856	
GlobalNodeHeightDirichletOperator	0.421556	1279	1755	1	0.000183511	
GlobalPopSizeScaler	0.542553	102	86	1	0.0544303	
NodeHeightDirichletOperator	0.731691	1069	392	7	0.00682308	
NodeHeightMover	0.224711	311	1073	7	0.000562416	
NodeHeightScaler	0.692462	1038	461	7	0.0628078	
NodeHeightSlideBumpScaler	0.654018	879	465	7	0.0732482	
NodeHeightSlideBumpSwapScaler	0.663636	949	481	7	0.0728631	
RootHeightScaler	0.663958	2043	1034	1	0.0483694	
SplitLumpNodesRevJumpSampler	0.0432034	41	908	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0452675	44	928	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0140541	13	912	4.66667	100	
TreeScaler	0.680203	134	63	1	0.0359648	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00706215	20	2812	7	none	
NeighborHeightNodeSwap	0.00732218	21	2847	7	none	
GlobalHeightSizeMixer	0.465394	195	224	1	0.0470077	
GlobalHeightSizeRateScaler	0.581395	225	162	1	0.0341808	
GlobalNodeHeightDirichletOperator	0.410682	2522	3619	1	0.000178631	
GlobalPopSizeScaler	0.52139	195	179	1	0.0591222	
NodeHeightDirichletOperator	0.711635	1994	808	7	0.00803701	
NodeHeightMover	0.262933	737	2066	7	0.000507584	
NodeHeightScaler	0.653397	1904	1010	7	0.071135	
NodeHeightSlideBumpScaler	0.611052	1714	1091	7	0.0814375	
NodeHeightSlideBumpSwapScaler	0.62851	1768	1045	7	0.0806089	
RootHeightScaler	0.643353	3983	2208	1	0.0551209	
SplitLumpNodesRevJumpSampler	0.0366242	69	1815	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0366599	72	1892	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0110701	21	1876	4.66667	100	
TreeScaler	0.617949	241	149	1	0.0402944	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00710564	30	4192	7	none	
NeighborHeightNodeSwap	0.00751174	32	4228	7	none	
GlobalHeightSizeMixer	0.448675	271	333	1	0.0464687	
GlobalHeightSizeRateScaler	0.556314	326	260	1	0.0353812	
GlobalNodeHeightDirichletOperator	0.404485	3716	5471	1	0.000175778	
GlobalPopSizeScaler	0.499127	286	287	1	0.0603423	
NodeHeightDirichletOperator	0.699454	2944	1265	7	0.00886996	
NodeHeightMover	0.284776	1214	3049	7	0.000480433	
NodeHeightScaler	0.646065	2791	1529	7	0.0764012	
NodeHeightSlideBumpScaler	0.602844	2544	1676	7	0.0865301	
NodeHeightSlideBumpSwapScaler	0.603116	2594	1707	7	0.0849559	
RootHeightScaler	0.628649	5793	3422	1	0.0586677	
SplitLumpNodesRevJumpSampler	0.0331126	95	2774	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0372303	107	2767	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0105857	30	2804	4.66667	100	
TreeScaler	0.599018	366	245	1	0.0430253	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00617284	35	5635	7	none	
NeighborHeightNodeSwap	0.00706964	40	5618	7	none	
GlobalHeightSizeMixer	0.445145	353	440	1	0.0466729	
GlobalHeightSizeRateScaler	0.545802	429	357	1	0.036098	
GlobalNodeHeightDirichletOperator	0.401214	4959	7401	1	0.000173575	
GlobalPopSizeScaler	0.504611	383	376	1	0.0614861	
NodeHeightDirichletOperator	0.696651	3973	1730	7	0.00953775	
NodeHeightMover	0.297077	1677	3968	7	0.000467145	
NodeHeightScaler	0.635628	3611	2070	7	0.0797544	
NodeHeightSlideBumpScaler	0.593598	3301	2260	7	0.0896338	
NodeHeightSlideBumpSwapScaler	0.592082	3395	2339	7	0.0880444	
RootHeightScaler	0.610679	7537	4805	1	0.0608988	
SplitLumpNodesRevJumpSampler	0.0311688	120	3730	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0394127	153	3729	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0100343	38	3749	4.66667	100	
TreeScaler	0.590743	485	336	1	0.0446514	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00546295	39	7100	7	none	
NeighborHeightNodeSwap	0.00635863	45	7032	7	none	
GlobalHeightSizeMixer	0.435176	433	562	1	0.046226	
GlobalHeightSizeRateScaler	0.52988	532	472	1	0.0362462	
GlobalNodeHeightDirichletOperator	0.405605	6267	9184	1	0.000172914	
GlobalPopSizeScaler	0.502646	475	470	1	0.0624616	
NodeHeightDirichletOperator	0.686809	4910	2239	7	0.0100083	
NodeHeightMover	0.300028	2111	4925	7	0.000454015	
NodeHeightScaler	0.622705	4410	2672	7	0.0822431	
NodeHeightSlideBumpScaler	0.581633	4047	2911	7	0.0916372	
NodeHeightSlideBumpSwapScaler	0.587607	4182	2935	7	0.0902976	
RootHeightScaler	0.601203	9297	6167	1	0.062587	
SplitLumpNodesRevJumpSampler	0.0302277	146	4684	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0362588	176	4678	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0113708	54	4695	4.66667	100	
TreeScaler	0.585149	591	419	1	0.0458	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00559636	48	8529	7	none	
NeighborHeightNodeSwap	0.00603407	51	8401	7	none	
GlobalHeightSizeMixer	0.432861	519	680	1	0.0461657	
GlobalHeightSizeRateScaler	0.524857	644	583	1	0.0368205	
GlobalNodeHeightDirichletOperator	0.407361	7515	10933	1	0.00017208	
GlobalPopSizeScaler	0.502964	594	587	1	0.0633481	
NodeHeightDirichletOperator	0.681479	5843	2731	7	0.0104076	
NodeHeightMover	0.307902	2603	5851	7	0.000445614	
NodeHeightScaler	0.611786	5191	3294	7	0.0841225	
NodeHeightSlideBumpScaler	0.574327	4841	3588	7	0.0935477	
NodeHeightSlideBumpSwapScaler	0.581114	4954	3571	7	0.0921479	
RootHeightScaler	0.59117	10913	7547	1	0.0638213	
SplitLumpNodesRevJumpSampler	0.0310279	179	5590	4.66667	1	
SplitLumpNodesRevJumpSampler	0.037762	218	5555	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0102023	58	5627	4.66667	100	
TreeScaler	0.584298	707	503	1	0.0470381	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00558715	56	9967	7	none	
NeighborHeightNodeSwap	0.00577215	57	9818	7	none	
GlobalHeightSizeMixer	0.429573	613	814	1	0.046129	
GlobalHeightSizeRateScaler	0.51792	737	686	1	0.0370172	
GlobalNodeHeightDirichletOperator	0.408453	8765	12694	1	0.000171454	
GlobalPopSizeScaler	0.498547	686	690	1	0.0637094	
NodeHeightDirichletOperator	0.675986	6770	3245	7	0.0107273	
NodeHeightMover	0.31359	3092	6768	7	0.000439063	
NodeHeightScaler	0.605402	5985	3901	7	0.0857578	
NodeHeightSlideBumpScaler	0.570154	5624	4240	7	0.0952173	
NodeHeightSlideBumpSwapScaler	0.576239	5733	4216	7	0.0935604	
RootHeightScaler	0.587464	12597	8846	1	0.065	
SplitLumpNodesRevJumpSampler	0.0311243	209	6506	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0396601	266	6441	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0100091	66	6528	4.66667	100	
TreeScaler	0.574468	810	600	1	0.047708	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00525808	60	11351	7	none	
NeighborHeightNodeSwap	0.00529708	60	11267	7	none	
GlobalHeightSizeMixer	0.443331	708	889	1	0.0466708	
GlobalHeightSizeRateScaler	0.50365	828	816	1	0.0369557	
GlobalNodeHeightDirichletOperator	0.40774	9999	14524	1	0.000170827	
GlobalPopSizeScaler	0.495831	773	786	1	0.0640451	
NodeHeightDirichletOperator	0.669289	7656	3783	7	0.0109985	
NodeHeightMover	0.319869	3603	7661	7	0.000434589	
NodeHeightScaler	0.599965	6773	4516	7	0.0871295	
NodeHeightSlideBumpScaler	0.56804	6441	4898	7	0.0966029	
NodeHeightSlideBumpSwapScaler	0.570737	6487	4879	7	0.0948453	
RootHeightScaler	0.582081	14254	10234	1	0.0659084	
SplitLumpNodesRevJumpSampler	0.0304376	233	7422	4.66667	1	
SplitLumpNodesRevJumpSampler	0.0425033	326	7344	4.66667	10	
SplitLumpNodesRevJumpSampler	0.0102108	77	7464	4.66667	100	
TreeScaler	0.569393	919	695	1	0.048296	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00515102	66	12747	7	none	
NeighborHeightNodeSwap	0.00509844	65	12684	7	none	
GlobalHeightSizeMixer	0.440914	791	1003	1	0.0465415	
GlobalHeightSizeRateScaler	0.505464	925	905	1	0.0373257	
GlobalNodeHeightDirichletOperator	0.409362	11307	16314	1	0.000170358	
GlobalPopSizeScaler	0.490395	868	902	1	0.0643711	
NodeHeightDirichletOperator	0.667915	8564	4258	7	0.0112644	
NodeHeightMover	0.322043	4079	8587	7	0.000429897	
NodeHeightScaler	0.596668	7592	5132	7	0.0885133	
NodeHeightSlideBumpScaler	0.564631	7203	5554	7	0.0976745	
NodeHeightSlideBumpSwapScaler	0.566346	7243	5546	7	0.0959173	
RootHeightScaler	0.578157	15945	11634	1	0.0667732	
SplitLumpNodesRevJumpSampler	0.0300151	259	8370	4.66667	1	
