generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_unknown	pop_size_woodhousii	pop_size_nebulifer	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
210	-56297.9699285871611	65.815821042106009	1	1	11	0.0141853644352654389	1	0.5	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357	0.000581173070410846357
220	-56292.2040118230943	71.0529493066346731	1	1	12	0.0133833339183981222	1	0.5	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722	0.000589618609141010722
230	-56297.4175711481657	65.8708254957893189	1	1	11	0.0141061207238883136	1	0.5	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599	0.000608075799589569599
240	-56298.5562130673497	66.0031542433375904	1	1	11	0.0134222256386354807	1	0.5	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371	0.000595904735932763371
250	-56292.3549399115145	71.1072977656805278	1	1	12	0.0138624185454343501	1	0.5	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754	0.000592432833106127754
260	-56294.9861943597498	66.0026274677874909	1	1	11	0.0132861365984695331	1	0.5	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753	0.000583413315067077753
270	-56296.5969776879501	66.3103463812616667	1	1	11	0.0132791370069202073	1	0.5	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467	0.000582861454885292467
280	-56300.4386315804441	65.8402278996489798	1	1	11	0.0136591973876439999	1	0.5	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334	0.000568310942418045334
290	-56298.0723122359777	66.1835767757181799	1	1	11	0.0143716106333011372	1	0.5	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736	0.000567922576332226736
300	-56293.94680055356	65.8799983219401213	1	1	11	0.0138775770071791656	1	0.5	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106	0.000594540482966208106
310	-56295.6767113249225	65.9326171001318926	1	1	11	0.0141571003852791547	1	0.5	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847	0.000583099396895903847
320	-56298.4347759389202	66.2634495033044288	1	1	11	0.0133198069043733523	1	0.5	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991	0.000591983431390887991
330	-56294.8763576453202	65.9536283577191682	1	1	11	0.0133493764726410908	1	0.5	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458	0.000586947699205182458
340	-56297.1013290017581	65.4296370424505511	1	1	11	0.013378108765697427	1	0.5	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551	0.000616405192042117551
350	-56296.817143588225	66.3499543632211726	1	1	11	0.0134943540376944292	1	0.5	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493	0.000574108175929366493
360	-56294.631664136381	70.9590955478078058	1	1	12	0.0135377102572726317	1	0.5	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314	0.000601526765416431314
370	-56298.3488532827323	70.787589629154553	1	1	12	0.0134312518270862415	1	0.5	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117	0.000614220451723031117
380	-56298.1782701535121	66.2080069307997974	1	1	11	0.0131416300774298105	1	0.5	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004	0.000591816093130726004
390	-56298.4521994371025	66.2245062327777703	1	1	11	0.0132318507225889625	1	0.5	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623	0.000597452836870995623
400	-56300.4210856665013	66.2479360260128658	1	1	11	0.0132739718470039139	1	0.5	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263	0.000600050947171429263
410	-56300.4059379899263	65.8949269949071947	1	1	11	0.0140472930357594689	1	0.5	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167	0.000587671253027699167
420	-56297.2115371042455	65.7393209342794336	1	1	11	0.0135870639419963905	1	0.5	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978	0.00058807134833348978
430	-56293.3240020685043	70.869470970822448	1	1	12	0.0137916708338282259	1	0.5	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716	0.000581802246762589716
440	-56298.2555859401764	70.9324727272910849	1	1	12	0.0139841565146527659	1	0.5	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955	0.000594903369851158955
450	-56296.0380665140547	65.9383687046814373	1	1	11	0.014229029883635471	1	0.5	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687	0.00058737750527834687
460	-56300.0638398653391	70.4842671740941995	1	1	12	0.0134960878633858163	1	0.5	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144	0.000589154884152828144
470	-56293.7662678705528	70.9158420610076234	1	1	12	0.0134194064339126992	1	0.5	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712	0.0006038762057014712
480	-56299.5573964526848	65.4958175177446975	1	1	11	0.0139016626413999509	1	0.5	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869	0.000591703427658712869
490	-56302.5288310239703	70.7803844437342349	1	1	12	0.0134360449275599848	1	0.5	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028	0.000592740311309732028
500	-56296.2462904276181	70.8062541809772767	1	1	12	0.0140826035896183636	1	0.5	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413	0.000589712750698082413
510	-56304.5777239045565	66.1726313506457871	1	1	11	0.0134045109362206389	1	0.5	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423	0.000592818657575996423
520	-56295.2528625807608	65.7080385089601435	1	1	11	0.013753618617510014	1	0.5	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545	0.00060510889412755545
530	-56298.7448729164316	66.0508852034749481	1	1	11	0.0131407042829052682	1	0.5	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528	0.000598439487027546528
540	-56297.5514108644275	65.7486337373064913	1	1	11	0.0139323121817498587	1	0.5	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628	0.000593098540897863628
550	-56291.7394444559759	71.0874716481277602	1	1	12	0.0137436522140981822	1	0.5	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626	0.000586895706081754626
560	-56296.3506339294254	71.0400452935493547	1	1	12	0.0143401140909428359	1	0.5	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442	0.000579451336917406442
570	-56300.8486963958712	65.8699134588362654	1	1	11	0.0130407353706644968	1	0.5	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688	0.000611103923645728688
580	-56299.697571200144	66.0776941333963492	1	1	11	0.0140143257436644107	1	0.5	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003	0.000607949500300729003
590	-56297.3998464460456	65.7194842538611965	1	1	11	0.01366096751399269	1	0.5	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082	0.00060977339306742082
600	-56295.576470469241	65.9664490927033285	1	1	11	0.0135804625174674089	1	0.5	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917	0.000604831163432501917
610	-56305.8902292031416	65.6661405687422643	1	1	11	0.0140052130452589275	1	0.5	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669	0.000595232615739082669
620	-56299.1289771970914	66.0317664582210426	1	1	11	0.013559178112100204	1	0.5	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421	0.000580076335974320421
630	-56299.9810178611951	61.1255649358114752	1	1	10	0.0140319675402661177	1	0.5	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572	0.000601529185370711572
640	-56302.9261828482413	61.3600375988915872	1	1	10	0.0137473263306387254	1	0.5	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271	0.000586080751471222271
650	-56306.2467516297475	61.4887002460848464	1	1	10	0.0136128079261068711	1	0.5	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791	0.000583935470835677791
660	-56303.5244564066525	66.4424376201861975	1	1	11	0.0138772167360439146	1	0.5	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501
670	-56304.0328257360816	61.0051347814564906	1	1	10	0.0142304451470526352	1	0.5	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501	0.000583333012865068501
680	-56300.9130277252843	60.9725740300090067	1	1	10	0.014399864696077444	1	0.5	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866	0.000593647632203672866
