generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_nebulifer	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-76513.0840209262969	11.7430776999041377	1	1	1	0.00216412920877546901	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-75771.2370845456317	36.3332902983604953	1	1	5	0.00230418739695060311	1	0.5	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835	0.000475437647472167835
20	-74812.4947794622567	42.2290191637256811	1	1	6	0.00241176720195077207	1	0.5	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499	0.000469749385600107499
30	-72976.6016383568203	47.7963179255623487	1	1	7	0.00289879248367639784	1	0.5	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302	0.000459250842836953302
40	-72653.0884093925997	48.2047826003224316	1	1	7	0.0030519318452847115	1	0.5	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076	0.000471306085574567076
50	-71928.0150344802096	47.5621940589233319	1	1	7	0.00356914200817441251	1	0.5	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119	0.000460325644991317119
60	-71606.0137662557099	52.4056634118692557	1	1	8	0.0043509905381631615	1	0.5	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826	0.000468378790699506826
70	-71076.3378656695422	59.6073682864380032	1	1	9	0.00530423799969109624	1	0.5	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947	0.000498853644129439947
80	-70738.5613925687649	58.7949566521707965	1	1	9	0.00575386767263514915	1	0.5	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923	0.000499976153207584923
90	-70570.8944852704444	59.3434412130363995	1	1	9	0.00604064999273641861	1	0.5	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663	0.000519312670593498663
100	-70478.356480323695	59.0409262352291648	1	1	9	0.00652587436803451441	1	0.5	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902	0.000529662408590953902
