generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.01554	20	1267	6.5	none	
NeighborHeightNodeSwap	0.0125184	17	1341	6.5	none	
GlobalHeightSizeMixer	0.483254	101	108	1	0.037273	
GlobalHeightSizeRateScaler	0.575397	145	107	1	0.0319036	
GlobalNodeHeightDirichletOperator	0.458558	1278	1509	1	0.000142103	
GlobalPopSizeScaler	0.527919	104	93	1	0.0547895	
NodeHeightDirichletOperator	0.662246	849	433	6.5	0.00688754	
NodeHeightMover	0.219114	282	1005	6.5	0.000472426	
NodeHeightScaler	0.690152	911	409	6.5	0.051871	
NodeHeightSlideBumpScaler	0.58492	768	545	6.5	0.08953	
NodeHeightSlideBumpSwapScaler	0.64291	866	481	6.5	0.0676884	
RootHeightScaler	0.672513	1879	915	1	0.0444099	
SplitLumpNodesRevJumpSampler	0.082774	74	820	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0808416	73	830	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0231707	19	801	4.33333	100	
TreeScaler	0.568182	100	76	1	0.042463	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0103806	27	2574	6.5	none	
NeighborHeightNodeSwap	0.00832702	22	2620	6.5	none	
GlobalHeightSizeMixer	0.482679	209	224	1	0.0384323	
GlobalHeightSizeRateScaler	0.543379	238	200	1	0.0330158	
GlobalNodeHeightDirichletOperator	0.44191	2499	3156	1	0.000141423	
GlobalPopSizeScaler	0.501285	195	194	1	0.0557281	
NodeHeightDirichletOperator	0.639262	1664	939	6.5	0.00784346	
NodeHeightMover	0.248514	627	1896	6.5	0.000419028	
NodeHeightScaler	0.674102	1783	862	6.5	0.0608886	
NodeHeightSlideBumpScaler	0.56834	1472	1118	6.5	0.0960465	
NodeHeightSlideBumpSwapScaler	0.621883	1671	1016	6.5	0.0762744	
RootHeightScaler	0.667899	3793	1886	1	0.0516065	
SplitLumpNodesRevJumpSampler	0.0586945	107	1716	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0622546	111	1672	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0185629	31	1639	4.33333	100	
TreeScaler	0.563969	216	167	1	0.0475077	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0082923	32	3827	6.5	none	
NeighborHeightNodeSwap	0.00658061	26	3925	6.5	none	
GlobalHeightSizeMixer	0.461028	278	325	1	0.0383294	
GlobalHeightSizeRateScaler	0.533439	335	293	1	0.033646	
GlobalNodeHeightDirichletOperator	0.437799	3755	4822	1	0.000140931	
GlobalPopSizeScaler	0.480409	282	305	1	0.0568304	
NodeHeightDirichletOperator	0.632476	2485	1444	6.5	0.00839261	
NodeHeightMover	0.260487	1006	2856	6.5	0.000392203	
NodeHeightScaler	0.660315	2599	1337	6.5	0.0655886	
NodeHeightSlideBumpScaler	0.550887	2111	1721	6.5	0.0985127	
NodeHeightSlideBumpSwapScaler	0.605368	2436	1588	6.5	0.080592	
RootHeightScaler	0.653367	5617	2980	1	0.0556226	
SplitLumpNodesRevJumpSampler	0.0502874	140	2644	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0555142	149	2535	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0159617	40	2466	4.33333	100	
TreeScaler	0.54389	316	265	1	0.0492122	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00696056	36	5136	6.5	none	
NeighborHeightNodeSwap	0.00590589	31	5218	6.5	none	
GlobalHeightSizeMixer	0.457071	362	430	1	0.0382701	
GlobalHeightSizeRateScaler	0.512635	426	405	1	0.0337121	
GlobalNodeHeightDirichletOperator	0.439343	4976	6350	1	0.000140787	
GlobalPopSizeScaler	0.475776	383	422	1	0.0579807	
NodeHeightDirichletOperator	0.631539	3332	1944	6.5	0.00886154	
NodeHeightMover	0.267129	1388	3808	6.5	0.000374004	
NodeHeightScaler	0.646316	3430	1877	6.5	0.0689475	
NodeHeightSlideBumpScaler	0.547066	2778	2300	6.5	0.100933	
NodeHeightSlideBumpSwapScaler	0.586677	3144	2215	6.5	0.0831325	
RootHeightScaler	0.637847	7230	4105	1	0.0579926	
SplitLumpNodesRevJumpSampler	0.0454048	166	3490	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0529496	184	3291	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0144928	49	3332	4.33333	100	
TreeScaler	0.533419	415	363	1	0.0501921	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00709548	46	6437	6.5	none	
NeighborHeightNodeSwap	0.00578651	38	6529	6.5	none	
