generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
GlobalHeightSizeMixer	0.459152	444	523	1	0.0383905	
GlobalHeightSizeRateScaler	0.512311	541	515	1	0.0343571	
GlobalNodeHeightDirichletOperator	0.442184	6237	7868	1	0.000141016	
GlobalPopSizeScaler	0.47342	472	525	1	0.0584716	
NodeHeightDirichletOperator	0.628083	4151	2458	6.5	0.00921991	
NodeHeightMover	0.272895	1779	4740	6.5	0.000362086	
NodeHeightScaler	0.635968	4233	2423	6.5	0.0713554	
NodeHeightSlideBumpScaler	0.536816	3412	2944	6.5	0.102436	
NodeHeightSlideBumpSwapScaler	0.583546	3880	2769	6.5	0.0853244	
RootHeightScaler	0.625495	8842	5294	1	0.0598676	
SplitLumpNodesRevJumpSampler	0.0443522	203	4374	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0512939	222	4106	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0171674	72	4122	4.33333	100	
TreeScaler	0.529768	525	466	1	0.0512188	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00609137	48	7832	6.5	none	
NeighborHeightNodeSwap	0.00520437	41	7837	6.5	none	
GlobalHeightSizeMixer	0.466321	540	618	1	0.0385596	
GlobalHeightSizeRateScaler	0.495568	615	626	1	0.0341341	
GlobalNodeHeightDirichletOperator	0.439696	7459	9505	1	0.00014089	
GlobalPopSizeScaler	0.466835	556	635	1	0.0589485	
NodeHeightDirichletOperator	0.623955	4928	2970	6.5	0.00949154	
NodeHeightMover	0.280496	2196	5633	6.5	0.000354043	
NodeHeightScaler	0.635473	5059	2902	6.5	0.0738231	
NodeHeightSlideBumpScaler	0.53189	4053	3567	6.5	0.103747	
NodeHeightSlideBumpSwapScaler	0.579955	4606	3336	6.5	0.0872438	
RootHeightScaler	0.614669	10434	6541	1	0.0612699	
SplitLumpNodesRevJumpSampler	0.0424242	231	5214	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0514636	269	4958	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0165844	84	4981	4.33333	100	
TreeScaler	0.518456	618	574	1	0.0512028	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00620983	57	9122	6.5	none	
NeighborHeightNodeSwap	0.00544129	50	9139	6.5	none	
GlobalHeightSizeMixer	0.469978	634	715	1	0.0387872	
GlobalHeightSizeRateScaler	0.492107	717	740	1	0.0342889	
GlobalNodeHeightDirichletOperator	0.439541	8695	11087	1	0.000140864	
GlobalPopSizeScaler	0.469751	660	745	1	0.0591467	
NodeHeightDirichletOperator	0.621123	5687	3469	6.5	0.00974259	
NodeHeightMover	0.286183	2616	6525	6.5	0.000347551	
NodeHeightScaler	0.628207	5853	3464	6.5	0.0756176	
NodeHeightSlideBumpScaler	0.526038	4687	4223	6.5	0.10483	
NodeHeightSlideBumpSwapScaler	0.576563	5358	3935	6.5	0.0889779	
RootHeightScaler	0.608366	12042	7752	1	0.0624714	
SplitLumpNodesRevJumpSampler	0.0416667	265	6095	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0515311	313	5761	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0155537	92	5823	4.33333	100	
TreeScaler	0.511322	700	669	1	0.0513696	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00563622	59	10409	6.5	none	
NeighborHeightNodeSwap	0.00533283	56	10445	6.5	none	
GlobalHeightSizeMixer	0.468912	724	820	1	0.038819	
GlobalHeightSizeRateScaler	0.486842	814	858	1	0.0342204	
GlobalNodeHeightDirichletOperator	0.438716	9897	12662	1	0.000140828	
GlobalPopSizeScaler	0.472716	771	860	1	0.0597963	
NodeHeightDirichletOperator	0.620006	6471	3966	6.5	0.00997335	
NodeHeightMover	0.287652	3012	7459	6.5	0.000341243	
NodeHeightScaler	0.622642	6633	4020	6.5	0.0770849	
NodeHeightSlideBumpScaler	0.5258	5370	4843	6.5	0.1059	
NodeHeightSlideBumpSwapScaler	0.576502	6104	4484	6.5	0.0905843	
RootHeightScaler	0.600363	13549	9019	1	0.0634083	
SplitLumpNodesRevJumpSampler	0.0409275	293	6866	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0494608	344	6611	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0151604	103	6691	4.33333	100	
TreeScaler	0.503448	803	792	1	0.0514998	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00554324	65	11661	6.5	none	
NeighborHeightNodeSwap	0.00495882	59	11839	6.5	none	
GlobalHeightSizeMixer	0.466399	812	929	1	0.0389101	
GlobalHeightSizeRateScaler	0.48877	914	956	1	0.0345127	
GlobalNodeHeightDirichletOperator	0.438682	11114	14221	1	0.000140893	
GlobalPopSizeScaler	0.47658	875	961	1	0.060145	
NodeHeightDirichletOperator	0.616711	7226	4491	6.5	0.0101575	
NodeHeightMover	0.291649	3433	8338	6.5	0.000336828	
NodeHeightScaler	0.618111	7413	4580	6.5	0.0784404	
NodeHeightSlideBumpScaler	0.521445	6018	5523	6.5	0.106556	
NodeHeightSlideBumpSwapScaler	0.570673	6795	5112	6.5	0.091607	
RootHeightScaler	0.595031	15065	10253	1	0.0641931	
SplitLumpNodesRevJumpSampler	0.0415523	333	7681	4.33333	1	
SplitLumpNodesRevJumpSampler	0.049416	385	7406	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0159269	122	7538	4.33333	100	
TreeScaler	0.497783	898	906	1	0.0515945	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00520554	68	12995	6.5	none	
NeighborHeightNodeSwap	0.00453618	60	13167	6.5	none	
GlobalHeightSizeMixer	0.465393	901	1035	1	0.0389902	
GlobalHeightSizeRateScaler	0.486158	1001	1058	1	0.0346915	
GlobalNodeHeightDirichletOperator	0.439342	12342	15750	1	0.000140867	
GlobalPopSizeScaler	0.478433	965	1052	1	0.0602636	
NodeHeightDirichletOperator	0.615107	8013	5014	6.5	0.0103278	
NodeHeightMover	0.295882	3866	9200	6.5	0.000333232	
NodeHeightScaler	0.616364	8234	5125	6.5	0.079775	
NodeHeightSlideBumpScaler	0.519588	6658	6156	6.5	0.107368	
NodeHeightSlideBumpSwapScaler	0.568749	7549	5724	6.5	0.0926446	
RootHeightScaler	0.59109	16599	11483	1	0.0649419	
SplitLumpNodesRevJumpSampler	0.0413513	366	8485	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0493741	426	8202	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0159288	136	8402	4.33333	100	
TreeScaler	0.49348	984	1010	1	0.0517419	
