generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0120573	16	1311	6.5	none	
NeighborHeightNodeSwap	0.0128928	16	1225	6.5	none	
GlobalHeightSizeMixer	0.483871	105	112	1	0.0323497	
GlobalHeightSizeRateScaler	0.556701	108	86	1	0.0309989	
GlobalNodeHeightDirichletOperator	0.323934	919	1918	1	0.000223589	
GlobalPopSizeScaler	0.569231	111	84	1	0.0599226	
NodeHeightDirichletOperator	0.724191	940	358	6.5	0.00442226	
NodeHeightMover	0.168217	217	1073	6.5	0.000532946	
NodeHeightScaler	0.695846	938	410	6.5	0.0593065	
NodeHeightSlideBumpScaler	0.603774	800	525	6.5	0.084061	
NodeHeightSlideBumpSwapScaler	0.587461	759	533	6.5	0.0909297	
RootHeightScaler	0.581265	1663	1198	1	0.0635059	
SplitLumpNodesRevJumpSampler	0.056872	48	796	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0540839	49	857	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0205011	18	860	4.33333	100	
TreeScaler	0.63	126	74	1	0.0373725	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00825826	22	2642	6.5	none	
NeighborHeightNodeSwap	0.00766284	20	2590	6.5	none	
GlobalHeightSizeMixer	0.502404	209	207	1	0.0345205	
GlobalHeightSizeRateScaler	0.553247	213	172	1	0.0330558	
GlobalNodeHeightDirichletOperator	0.339835	1899	3689	1	0.000210814	
GlobalPopSizeScaler	0.524155	217	197	1	0.0620582	
NodeHeightDirichletOperator	0.700039	1811	776	6.5	0.00521053	
NodeHeightMover	0.20301	526	2065	6.5	0.000460382	
NodeHeightScaler	0.660843	1740	893	6.5	0.0674649	
NodeHeightSlideBumpScaler	0.578048	1522	1111	6.5	0.0904989	
NodeHeightSlideBumpSwapScaler	0.564706	1488	1147	6.5	0.0978262	
RootHeightScaler	0.559079	3156	2489	1	0.0681788	
SplitLumpNodesRevJumpSampler	0.0417647	71	1629	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0557414	100	1694	4.33333	10	
SplitLumpNodesRevJumpSampler	0.017616	30	1673	4.33333	100	
TreeScaler	0.585242	230	163	1	0.040686	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.005474	22	3997	6.5	none	
NeighborHeightNodeSwap	0.00582869	23	3923	6.5	none	
GlobalHeightSizeMixer	0.487765	299	314	1	0.0352415	
GlobalHeightSizeRateScaler	0.525483	299	270	1	0.0334738	
GlobalNodeHeightDirichletOperator	0.344147	2896	5519	1	0.000204214	
GlobalPopSizeScaler	0.491667	295	305	1	0.0624002	
NodeHeightDirichletOperator	0.696049	2748	1200	6.5	0.00581073	
NodeHeightMover	0.218886	853	3044	6.5	0.000428559	
NodeHeightScaler	0.64374	2499	1383	6.5	0.0721917	
NodeHeightSlideBumpScaler	0.568448	2234	1696	6.5	0.0945084	
NodeHeightSlideBumpSwapScaler	0.552866	2170	1755	6.5	0.100728	
RootHeightScaler	0.541559	4600	3894	1	0.0700612	
SplitLumpNodesRevJumpSampler	0.0434268	110	2423	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0508601	136	2538	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0163188	43	2592	4.33333	100	
TreeScaler	0.565724	340	261	1	0.042288	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00524934	28	5306	6.5	none	
NeighborHeightNodeSwap	0.00514678	27	5219	6.5	none	
GlobalHeightSizeMixer	0.496887	399	404	1	0.0358986	
GlobalHeightSizeRateScaler	0.512953	396	376	1	0.0339285	
GlobalNodeHeightDirichletOperator	0.347967	3852	7218	1	0.000200129	
GlobalPopSizeScaler	0.480793	388	419	1	0.0628439	
NodeHeightDirichletOperator	0.696507	3649	1590	6.5	0.00621407	
NodeHeightMover	0.230212	1207	4036	6.5	0.000405849	
NodeHeightScaler	0.638006	3354	1903	6.5	0.076389	
NodeHeightSlideBumpScaler	0.561384	2954	2308	6.5	0.0974215	
NodeHeightSlideBumpSwapScaler	0.547088	2893	2395	6.5	0.103423	
RootHeightScaler	0.536868	5985	5163	1	0.0716549	
SplitLumpNodesRevJumpSampler	0.0430778	145	3221	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0502841	177	3343	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0152403	52	3360	4.33333	100	
TreeScaler	0.547215	452	374	1	0.0429299	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00437538	29	6599	6.5	none	
NeighborHeightNodeSwap	0.00409215	27	6571	6.5	none	
GlobalHeightSizeMixer	0.484729	492	523	1	0.0359981	
GlobalHeightSizeRateScaler	0.497912	477	481	1	0.0341178	
GlobalNodeHeightDirichletOperator	0.353321	4920	9005	1	0.000196801	
GlobalPopSizeScaler	0.483398	495	529	1	0.0634543	
NodeHeightDirichletOperator	0.690038	4537	2038	6.5	0.00652866	
NodeHeightMover	0.236782	1545	4980	6.5	0.000391243	
NodeHeightScaler	0.631451	4160	2428	6.5	0.0792079	
NodeHeightSlideBumpScaler	0.559994	3645	2864	6.5	0.0996543	
NodeHeightSlideBumpSwapScaler	0.5377	3530	3035	6.5	0.104796	
RootHeightScaler	0.530216	7449	6600	1	0.0727168	
