generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
SplitLumpNodesRevJumpSampler	0.0422601	181	4102	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0490756	215	4166	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0153168	66	4243	4.33333	100	
TreeScaler	0.533136	539	472	1	0.0436247	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00414521	33	7928	6.5	none	
NeighborHeightNodeSwap	0.00379651	30	7872	6.5	none	
GlobalHeightSizeMixer	0.489379	599	625	1	0.036501	
GlobalHeightSizeRateScaler	0.499145	584	586	1	0.0344356	
GlobalNodeHeightDirichletOperator	0.35704	5969	10749	1	0.000194364	
GlobalPopSizeScaler	0.478978	581	632	1	0.0632787	
NodeHeightDirichletOperator	0.684583	5413	2494	6.5	0.00679256	
NodeHeightMover	0.246694	1940	5924	6.5	0.000380585	
NodeHeightScaler	0.624827	4953	2974	6.5	0.0814537	
NodeHeightSlideBumpScaler	0.555227	4318	3459	6.5	0.10126	
NodeHeightSlideBumpSwapScaler	0.532297	4178	3671	6.5	0.106184	
RootHeightScaler	0.523612	8826	8030	1	0.0735316	
SplitLumpNodesRevJumpSampler	0.0406012	208	4915	4.33333	1	
SplitLumpNodesRevJumpSampler	0.050292	267	5042	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0169261	87	5053	4.33333	100	
TreeScaler	0.538718	647	554	1	0.0443275	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00389737	36	9201	6.5	none	
NeighborHeightNodeSwap	0.00366656	34	9239	6.5	none	
GlobalHeightSizeMixer	0.495426	704	717	1	0.0368586	
GlobalHeightSizeRateScaler	0.490842	670	695	1	0.0345819	
GlobalNodeHeightDirichletOperator	0.359516	7044	12549	1	0.00019217	
GlobalPopSizeScaler	0.466948	664	758	1	0.0628386	
NodeHeightDirichletOperator	0.681694	6245	2916	6.5	0.00701934	
NodeHeightMover	0.252264	2312	6853	6.5	0.000371343	
NodeHeightScaler	0.614917	5664	3547	6.5	0.0828839	
NodeHeightSlideBumpScaler	0.546837	4962	4112	6.5	0.10229	
NodeHeightSlideBumpSwapScaler	0.527566	4842	4336	6.5	0.107155	
RootHeightScaler	0.517095	10209	9534	1	0.0740774	
SplitLumpNodesRevJumpSampler	0.0400066	241	5783	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0474194	294	5906	4.33333	10	
SplitLumpNodesRevJumpSampler	0.017724	107	5930	4.33333	100	
TreeScaler	0.532155	753	662	1	0.0447297	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00367682	39	10568	6.5	none	
NeighborHeightNodeSwap	0.0034909	37	10562	6.5	none	
GlobalHeightSizeMixer	0.480519	777	840	1	0.0367229	
GlobalHeightSizeRateScaler	0.476804	740	812	1	0.0343792	
GlobalNodeHeightDirichletOperator	0.36237	8091	14237	1	0.000190615	
GlobalPopSizeScaler	0.464789	759	874	1	0.0628352	
NodeHeightDirichletOperator	0.677641	7101	3378	6.5	0.00721561	
NodeHeightMover	0.25673	2699	7814	6.5	0.000363515	
NodeHeightScaler	0.608522	6398	4116	6.5	0.0842577	
NodeHeightSlideBumpScaler	0.544282	5654	4734	6.5	0.10363	
NodeHeightSlideBumpSwapScaler	0.523291	5482	4994	6.5	0.107871	
RootHeightScaler	0.513958	11562	10934	1	0.0746383	
SplitLumpNodesRevJumpSampler	0.0399767	275	6604	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0471071	333	6736	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0170678	117	6738	4.33333	100	
TreeScaler	0.535044	855	743	1	0.0452317	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00345002	41	11843	6.5	none	
NeighborHeightNodeSwap	0.003437	41	11888	6.5	none	
GlobalHeightSizeMixer	0.478237	868	947	1	0.0367088	
GlobalHeightSizeRateScaler	0.474943	834	922	1	0.0344775	
GlobalNodeHeightDirichletOperator	0.363745	9142	15991	1	0.000189206	
GlobalPopSizeScaler	0.46263	848	985	1	0.0627901	
NodeHeightDirichletOperator	0.671255	7949	3893	6.5	0.00738242	
NodeHeightMover	0.262467	3100	8711	6.5	0.000357808	
NodeHeightScaler	0.606058	7163	4656	6.5	0.0856077	
NodeHeightSlideBumpScaler	0.540149	6303	5366	6.5	0.104411	
NodeHeightSlideBumpSwapScaler	0.521423	6158	5652	6.5	0.108693	
RootHeightScaler	0.512234	12980	12360	1	0.0751569	
SplitLumpNodesRevJumpSampler	0.0407556	315	7414	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0472292	375	7565	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0177721	138	7627	4.33333	100	
TreeScaler	0.53352	955	835	1	0.0456213	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00364465	48	13122	6.5	none	
NeighborHeightNodeSwap	0.00354262	47	13220	6.5	none	
GlobalHeightSizeMixer	0.481572	980	1055	1	0.0370168	
GlobalHeightSizeRateScaler	0.469689	922	1041	1	0.0344627	
GlobalNodeHeightDirichletOperator	0.366343	10236	17705	1	0.000188083	
GlobalPopSizeScaler	0.462177	947	1102	1	0.0628265	
NodeHeightDirichletOperator	0.667759	8765	4361	6.5	0.00752999	
NodeHeightMover	0.265629	3480	9621	6.5	0.000352555	
NodeHeightScaler	0.600107	7880	5251	6.5	0.0866871	
NodeHeightSlideBumpScaler	0.534997	6948	6039	6.5	0.105033	
NodeHeightSlideBumpSwapScaler	0.520917	6836	6287	6.5	0.109477	
RootHeightScaler	0.511682	14410	13752	1	0.0756298	
SplitLumpNodesRevJumpSampler	0.0405107	349	8266	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0472682	417	8405	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0175113	151	8472	4.33333	100	
TreeScaler	0.527473	1056	946	1	0.0460099	
