generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0113809	15	1303	6.5	none	
NeighborHeightNodeSwap	0.0169082	21	1221	6.5	none	
GlobalHeightSizeMixer	0.462687	93	108	1	0.0397881	
GlobalHeightSizeRateScaler	0.560748	120	94	1	0.0289594	
GlobalNodeHeightDirichletOperator	0.242467	684	2137	1	0.000362185	
GlobalPopSizeScaler	0.576355	117	86	1	0.048277	
NodeHeightDirichletOperator	0.674312	882	426	6.5	0.00647637	
NodeHeightMover	0.219764	298	1058	6.5	0.0004317	
NodeHeightScaler	0.641667	847	473	6.5	0.0668973	
NodeHeightSlideBumpScaler	0.633813	881	509	6.5	0.0786778	
NodeHeightSlideBumpSwapScaler	0.68523	849	390	6.5	0.0669374	
RootHeightScaler	0.71014	1982	809	1	0.038482	
SplitLumpNodesRevJumpSampler	0.0493827	44	847	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0651163	56	804	4.33333	10	
SplitLumpNodesRevJumpSampler	0.018648	16	842	4.33333	100	
TreeScaler	0.637255	130	74	1	0.0365349	
generation 2000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00840979	22	2594	6.5	none	
NeighborHeightNodeSwap	0.0112403	29	2551	6.5	none	
GlobalHeightSizeMixer	0.443272	168	211	1	0.0401727	
GlobalHeightSizeRateScaler	0.564232	224	173	1	0.0313116	
GlobalNodeHeightDirichletOperator	0.255951	1473	4282	1	0.000317338	
GlobalPopSizeScaler	0.546798	222	184	1	0.0516657	
NodeHeightDirichletOperator	0.664599	1714	865	6.5	0.00745969	
NodeHeightMover	0.247791	673	2043	6.5	0.000386245	
NodeHeightScaler	0.630841	1620	948	6.5	0.0755566	
NodeHeightSlideBumpScaler	0.612366	1654	1047	6.5	0.0869842	
NodeHeightSlideBumpSwapScaler	0.649961	1660	894	6.5	0.0761407	
RootHeightScaler	0.694	3944	1739	1	0.0455422	
SplitLumpNodesRevJumpSampler	0.0520362	92	1676	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0556492	99	1680	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0180485	32	1741	4.33333	100	
TreeScaler	0.651042	250	134	1	0.0414091	
generation 3000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00771407	30	3859	6.5	none	
NeighborHeightNodeSwap	0.0097361	38	3865	6.5	none	
GlobalHeightSizeMixer	0.448873	259	318	1	0.0400261	
GlobalHeightSizeRateScaler	0.543294	320	269	1	0.0325424	
GlobalNodeHeightDirichletOperator	0.262765	2254	6324	1	0.000296932	
GlobalPopSizeScaler	0.548951	314	258	1	0.0535813	
NodeHeightDirichletOperator	0.653437	2519	1336	6.5	0.00805278	
NodeHeightMover	0.263562	1064	2973	6.5	0.000364276	
NodeHeightScaler	0.616128	2422	1509	6.5	0.080232	
NodeHeightSlideBumpScaler	0.583828	2361	1683	6.5	0.0909064	
NodeHeightSlideBumpSwapScaler	0.627451	2432	1444	6.5	0.0809692	
RootHeightScaler	0.677328	5760	2744	1	0.049427	
SplitLumpNodesRevJumpSampler	0.0535445	142	2510	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0500949	132	2503	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0192453	51	2599	4.33333	100	
TreeScaler	0.613793	356	224	1	0.0436484	
generation 4000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00682794	35	5091	6.5	none	
NeighborHeightNodeSwap	0.00788765	41	5157	6.5	none	
GlobalHeightSizeMixer	0.443878	348	436	1	0.0399775	
GlobalHeightSizeRateScaler	0.520446	420	387	1	0.0326464	
GlobalNodeHeightDirichletOperator	0.266469	3062	8429	1	0.000283347	
GlobalPopSizeScaler	0.539164	413	353	1	0.0544222	
NodeHeightDirichletOperator	0.651786	3358	1794	6.5	0.00852236	
NodeHeightMover	0.272388	1460	3900	6.5	0.000350265	
NodeHeightScaler	0.603611	3143	2064	6.5	0.083031	
NodeHeightSlideBumpScaler	0.57207	3060	2289	6.5	0.0934919	
NodeHeightSlideBumpSwapScaler	0.611742	3178	2017	6.5	0.0842121	
RootHeightScaler	0.665878	7601	3814	1	0.0523213	
SplitLumpNodesRevJumpSampler	0.0468181	167	3400	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0486639	173	3382	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0187287	66	3458	4.33333	100	
TreeScaler	0.608312	483	311	1	0.0452055	
generation 5000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00587962	38	6425	6.5	none	
NeighborHeightNodeSwap	0.00679432	44	6432	6.5	none	
GlobalHeightSizeMixer	0.446962	434	537	1	0.0401319	
GlobalHeightSizeRateScaler	0.525424	527	476	1	0.0333104	
GlobalNodeHeightDirichletOperator	0.272918	3894	10374	1	0.000275064	
GlobalPopSizeScaler	0.53299	517	453	1	0.0551995	
NodeHeightDirichletOperator	0.64846	4191	2272	6.5	0.00889483	
NodeHeightMover	0.280515	1873	4804	6.5	0.000340046	
NodeHeightScaler	0.592735	3867	2657	6.5	0.0852478	
NodeHeightSlideBumpScaler	0.562995	3767	2924	6.5	0.0952524	
NodeHeightSlideBumpSwapScaler	0.599601	3904	2607	6.5	0.0864631	
RootHeightScaler	0.657552	9330	4859	1	0.0543337	
SplitLumpNodesRevJumpSampler	0.0471612	206	4162	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0482634	214	4220	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0194879	86	4327	4.33333	100	
TreeScaler	0.588878	593	414	1	0.0461428	
generation 6000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.0055391	43	7720	6.5	none	
NeighborHeightNodeSwap	0.0066881	52	7723	6.5	none	
GlobalHeightSizeMixer	0.437393	510	656	1	0.0400215	
GlobalHeightSizeRateScaler	0.520559	633	583	1	0.0336224	
GlobalNodeHeightDirichletOperator	0.278285	4757	12337	1	0.000268403	
GlobalPopSizeScaler	0.51599	597	560	1	0.0556209	
NodeHeightDirichletOperator	0.639517	4978	2806	6.5	0.00916278	
NodeHeightMover	0.289279	2307	5668	6.5	0.000333551	
NodeHeightScaler	0.588167	4593	3216	6.5	0.0872872	
NodeHeightSlideBumpScaler	0.55665	4466	3557	6.5	0.0967032	
NodeHeightSlideBumpSwapScaler	0.591406	4652	3214	6.5	0.0885209	
RootHeightScaler	0.648587	11037	5980	1	0.055976	
SplitLumpNodesRevJumpSampler	0.0473485	250	5030	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0494015	260	5003	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0186792	99	5201	4.33333	100	
TreeScaler	0.570234	682	514	1	0.0463145	
generation 7000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00569551	52	9078	6.5	none	
NeighborHeightNodeSwap	0.00650999	59	9004	6.5	none	
GlobalHeightSizeMixer	0.440029	598	761	1	0.0400066	
GlobalHeightSizeRateScaler	0.518284	737	685	1	0.0339824	
GlobalNodeHeightDirichletOperator	0.281565	5622	14345	1	0.000262971	
GlobalPopSizeScaler	0.517472	696	649	1	0.0562906	
NodeHeightDirichletOperator	0.634552	5763	3319	6.5	0.00939437	
NodeHeightMover	0.298475	2760	6487	6.5	0.000328513	
NodeHeightScaler	0.581806	5302	3811	6.5	0.0887464	
NodeHeightSlideBumpScaler	0.555103	5178	4150	6.5	0.0981967	
NodeHeightSlideBumpSwapScaler	0.585797	5370	3797	6.5	0.0899927	
RootHeightScaler	0.642063	12761	7114	1	0.0573767	
SplitLumpNodesRevJumpSampler	0.0449529	277	5885	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0489465	302	5868	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0184287	114	6072	4.33333	100	
TreeScaler	0.559944	794	624	1	0.0470565	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00527527	55	10371	6.5	none	
NeighborHeightNodeSwap	0.00618836	64	10278	6.5	none	
GlobalHeightSizeMixer	0.434531	677	881	1	0.0398336	
GlobalHeightSizeRateScaler	0.509694	815	784	1	0.0339728	
GlobalNodeHeightDirichletOperator	0.284283	6468	16284	1	0.000258577	
GlobalPopSizeScaler	0.506658	799	778	1	0.0561347	
NodeHeightDirichletOperator	0.630278	6553	3844	6.5	0.0095916	
NodeHeightMover	0.301653	3193	7392	6.5	0.000323603	
NodeHeightScaler	0.574803	5986	4428	6.5	0.089802	
NodeHeightSlideBumpScaler	0.552619	5876	4757	6.5	0.0994172	
NodeHeightSlideBumpSwapScaler	0.581709	6119	4400	6.5	0.091158	
RootHeightScaler	0.635533	14405	8261	1	0.0585323	
SplitLumpNodesRevJumpSampler	0.0454675	319	6697	4.33333	1	
SplitLumpNodesRevJumpSampler	0.046997	331	6712	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0184319	130	6923	4.33333	100	
TreeScaler	0.556029	913	729	1	0.04761	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00525602	62	11734	6.5	none	
NeighborHeightNodeSwap	0.00600962	70	11578	6.5	none	
GlobalHeightSizeMixer	0.436261	770	995	1	0.0397649	
GlobalHeightSizeRateScaler	0.506696	908	884	1	0.0341256	
GlobalNodeHeightDirichletOperator	0.287008	7354	18269	1	0.000254627	
GlobalPopSizeScaler	0.50599	887	866	1	0.0564206	
NodeHeightDirichletOperator	0.625372	7345	4400	6.5	0.00977566	
NodeHeightMover	0.303444	3604	8273	6.5	0.000319363	
NodeHeightScaler	0.571429	6700	5025	6.5	0.0909172	
NodeHeightSlideBumpScaler	0.55013	6568	5371	6.5	0.100441	
NodeHeightSlideBumpSwapScaler	0.577746	6781	4956	6.5	0.0921257	
RootHeightScaler	0.630231	16098	9445	1	0.0595271	
SplitLumpNodesRevJumpSampler	0.0448442	354	7540	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0458496	364	7575	4.33333	10	
SplitLumpNodesRevJumpSampler	0.0177381	141	7808	4.33333	100	
TreeScaler	0.545999	1003	834	1	0.0477232	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00512703	67	13001	6.5	none	
NeighborHeightNodeSwap	0.00590491	77	12963	6.5	none	
GlobalHeightSizeMixer	0.437022	857	1104	1	0.0398154	
GlobalHeightSizeRateScaler	0.502238	1010	1001	1	0.0342285	
GlobalNodeHeightDirichletOperator	0.291366	8285	20150	1	0.000251497	
GlobalPopSizeScaler	0.509724	996	958	1	0.0569141	
NodeHeightDirichletOperator	0.62453	8142	4895	6.5	0.00995038	
NodeHeightMover	0.306757	4036	9121	6.5	0.000315939	
NodeHeightScaler	0.568955	7426	5626	6.5	0.0919373	
NodeHeightSlideBumpScaler	0.545923	7204	5992	6.5	0.101155	
NodeHeightSlideBumpSwapScaler	0.572546	7466	5574	6.5	0.0930194	
RootHeightScaler	0.624013	17702	10666	1	0.0603182	
SplitLumpNodesRevJumpSampler	0.0437364	383	8374	4.33333	1	
SplitLumpNodesRevJumpSampler	0.0466568	411	8398	4.33333	10	
SplitLumpNodesRevJumpSampler	0.01688	149	8678	4.33333	100	
TreeScaler	0.539575	1118	954	1	0.0480192	
