generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
270	-84472.0091185400233	56.4685108343998365	1	1	9	0.00971123139040346722	1	0.5	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028	0.000731308289896315028
280	-84473.0839497104025	56.2931951821808028	1	1	9	0.0101767987483333266	1	0.5	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214	0.00071317397269448214
290	-84475.9053239317727	56.5993488672559621	1	1	9	0.00956495952746092698	1	0.5	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307	0.000699977731760157307
300	-84472.5578111152572	56.5540317457229804	1	1	9	0.00992076601095114377	1	0.5	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119	0.000707357939638928119
310	-84470.1368591916107	56.3397014837609618	1	1	9	0.00988157320780503647	1	0.5	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234	0.000715705800087003234
320	-84472.6505099743517	56.2853896418359838	1	1	9	0.00998875556001263543	1	0.5	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149	0.000735693917118015149
330	-84471.4576161393634	56.1138898889874866	1	1	9	0.0102754794257299813	1	0.5	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531	0.000725064206152881531
340	-84474.48470641514	56.187079443028999	1	1	9	0.0101306379337600221	1	0.5	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439	0.000741802774232039439
350	-84472.9822682504746	56.3903819043752819	1	1	9	0.0104811780208088606	1	0.5	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307	0.000715169180199006307
360	-84470.1078306930431	60.9723472493633736	1	1	10	0.0103265310477168235	1	0.5	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734	0.000721452537163457734
370	-84472.5091054479999	56.1684010658347859	1	1	9	0.0105939065100937122	1	0.5	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545	0.000725438373619072545
380	-84471.225112021275	56.0601857837655331	1	1	9	0.0105620166232016643	1	0.5	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017	0.000736056875846864017
390	-84473.4944937121618	56.4903806758282059	1	1	9	0.0101581084037831032	1	0.5	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439	0.000717539677364137439
400	-84474.05514515494	56.2380433386475787	1	1	9	0.0100949209872995826	1	0.5	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294	0.00070595294459851294
410	-84473.0526211795077	56.5719354055909918	1	1	9	0.0100605323276326351	1	0.5	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489	0.000712814915353431489
420	-84472.4721071363747	56.223361241256562	1	1	9	0.0103576165900458664	1	0.5	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118	0.000712686998838240118
430	-84474.0243745763146	56.4230855903649129	1	1	9	0.0102299772440732455	1	0.5	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037	0.000705643609636318037
440	-84470.6666928857885	56.6600771635094915	1	1	9	0.00998135843682228588	1	0.5	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176	0.000707041502769498176
450	-84475.4829762214213	51.4244604025626586	1	1	8	0.00999730316796761803	1	0.5	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951	0.000737326302870676951
460	-84478.5326908259449	51.7456293175427078	1	1	8	0.00988348473590256599	1	0.5	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928	0.000722460344789389928
470	-84478.8316237842082	51.4397959868898624	1	1	8	0.00997451991609306886	1	0.5	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795	0.000730466329953570795
480	-84477.4142034462275	51.5737625272318212	1	1	8	0.00987096733516058117	1	0.5	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496	0.000717314546051876496
490	-84478.8098236587393	51.3050191364673793	1	1	8	0.0102318634426634501	1	0.5	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542
500	-84476.9488055341062	51.4696299181523145	1	1	8	0.010241253072477547	1	0.5	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542	0.000725661121512034542
510	-84478.2957317203545	56.2527351035275984	1	1	9	0.0100029150794509261	1	0.5	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757	0.000719933304951603757
520	-84469.008420824277	60.8979729898510698	1	1	10	0.0101765918583502507	1	0.5	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609	0.00072947639426544609
530	-84471.567689289368	61.2237296355893434	1	1	10	0.00977809174401234917	1	0.5	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951
540	-84470.9538668660243	61.1229623797995103	1	1	10	0.0105088170841556201	1	0.5	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951	0.000717605888428568951
550	-84472.1277486924228	60.9395450728100414	1	1	10	0.0104970526877157487	1	0.5	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604	0.000720756911569521604
560	-84468.7229989794578	60.9355259102059534	1	1	10	0.0103760465658511835	1	0.5	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388	0.00071709374058973388
570	-84474.1534212878614	56.5354343170684359	1	1	9	0.0100294096401106619	1	0.5	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299	0.000735843014800937299
580	-84471.7561187877145	56.2890607371773228	1	1	9	0.00991596510104146914	1	0.5	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722	0.000727450818337905722
590	-84472.5441967670922	56.5344194740512904	1	1	9	0.0101769689759281697	1	0.5	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131	0.000706989529482859131
600	-84470.5757001252787	56.2270314408567344	1	1	9	0.0104083965321288708	1	0.5	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583	0.00071515872561534583
610	-84471.6762742597639	56.3461457684699738	1	1	9	0.00985290080067418098	1	0.5	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552	0.000708704017014421552
620	-84473.9077324986429	56.1175660588528302	1	1	9	0.0104874820549660987	1	0.5	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487	0.000732437341996452487
630	-84472.557692454895	56.0071623036396602	1	1	9	0.0101841365007625494	1	0.5	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558	0.000730059222627934558
640	-84476.9051072270668	56.1247809767180286	1	1	9	0.0102148454828946359	1	0.5	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408	0.000732230608747857408
650	-84475.91294247935	56.3866020662558753	1	1	9	0.0101680444018288837	1	0.5	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619	0.000716818921009082619
660	-84478.1441294565448	49.6805483720422814	1	1	8	0.0100029613580047069	1	0.5	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738	0.000730231130075424738
670	-84479.7470367987553	49.7409354796785053	1	1	8	0.0100570575271261425	1	0.5	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452	0.000717346036777369452
680	-84480.4441229191725	54.3795443303084554	1	1	9	0.00999474318113122324	1	0.5	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677	0.000735611876086864677
690	-84482.139229001652	49.4181823739185972	1	1	8	0.0102034713390757384	1	0.5	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973	0.000715993709964948973
700	-84480.5772111618571	44.831446736095856	1	1	7	0.00999603980467929018	1	0.5	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993	0.000730127416985041993
710	-84480.986163765454	44.6646888233382526	1	1	7	0.0102184010052749751	1	0.5	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278	0.000734232161313843278
720	-84482.2934741061472	44.8916275559350026	1	1	7	0.00982633456419432574	1	0.5	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858	0.000739801493457971858
730	-84480.6844276291231	44.8477522727764253	1	1	7	0.0101509378520411257	1	0.5	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942
740	-84476.9858556760882	51.4643337097347597	1	1	8	0.0102035589415337274	1	0.5	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942	0.000727992029782991942
750	-84482.5754277912201	44.6731769604321158	1	1	7	0.0100754246823745418	1	0.5	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589	0.000732239141179710589
760	-84474.0639460402745	56.3406583514747155	1	1	9	0.00995838948682716343	1	0.5	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384	0.000716537196348046384
