generation 1000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00354317	30	8437	6	none	
NeighborHeightNodeSwap	0.002901	24	8249	6	none	
GlobalHeightSizeMixer	0.413818	581	823	1	0.0373175	
GlobalHeightSizeRateScaler	0.480202	667	722	1	0.0323169	
GlobalNodeHeightDirichletOperator	0.385357	6995	11157	1	0.000182839	
GlobalPopSizeScaler	0.468115	668	759	1	0.0542697	
NodeHeightDirichletOperator	0.650344	5485	2949	6	0.00794126	
NodeHeightMover	0.390992	3264	5084	6	0.000234247	
NodeHeightScaler	0.562538	4646	3613	6	0.0879261	
NodeHeightSlideBumpScaler	0.557979	4783	3789	6	0.092013	
NodeHeightSlideBumpSwapScaler	0.62024	5179	3171	6	0.0745198	
RootHeightScaler	0.506851	9248	8998	1	0.0417618	
SplitLumpNodesRevJumpSampler	0.0327957	183	5397	4	1	
SplitLumpNodesRevJumpSampler	0.0378774	212	5385	4	10	
SplitLumpNodesRevJumpSampler	0.0121668	68	5521	4	100	
TreeScaler	0.542102	779	658	1	0.0465369	
generation 8000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00339367	33	9691	6	none	
NeighborHeightNodeSwap	0.00274175	26	9457	6	none	
GlobalHeightSizeMixer	0.410256	656	943	1	0.0371309	
GlobalHeightSizeRateScaler	0.472716	745	831	1	0.0322052	
GlobalNodeHeightDirichletOperator	0.388455	8055	12681	1	0.000181736	
GlobalPopSizeScaler	0.469082	751	850	1	0.0543306	
NodeHeightDirichletOperator	0.645239	6193	3405	6	0.00811622	
NodeHeightMover	0.393822	3748	5769	6	0.000233111	
NodeHeightScaler	0.561879	5312	4142	6	0.0893433	
NodeHeightSlideBumpScaler	0.557584	5437	4314	6	0.093308	
NodeHeightSlideBumpSwapScaler	0.618172	5953	3677	6	0.0761406	
RootHeightScaler	0.505301	10533	10312	1	0.0420496	
SplitLumpNodesRevJumpSampler	0.0333386	213	6176	4	1	
SplitLumpNodesRevJumpSampler	0.0390038	249	6135	4	10	
SplitLumpNodesRevJumpSampler	0.0123786	79	6303	4	100	
TreeScaler	0.531537	868	765	1	0.0468659	
generation 9000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00309626	34	10947	6	none	
NeighborHeightNodeSwap	0.00262001	28	10659	6	none	
GlobalHeightSizeMixer	0.404513	735	1082	1	0.0367034	
GlobalHeightSizeRateScaler	0.467264	835	952	1	0.0321833	
GlobalNodeHeightDirichletOperator	0.389351	9082	14244	1	0.000180805	
GlobalPopSizeScaler	0.461883	824	960	1	0.0541343	
NodeHeightDirichletOperator	0.641194	6914	3869	6	0.00827967	
NodeHeightMover	0.397669	4265	6460	6	0.0002327	
NodeHeightScaler	0.557718	5933	4705	6	0.0901208	
NodeHeightSlideBumpScaler	0.553809	6026	4855	6	0.0942523	
NodeHeightSlideBumpSwapScaler	0.613079	6628	4183	6	0.0773193	
RootHeightScaler	0.503622	11819	11649	1	0.0422944	
SplitLumpNodesRevJumpSampler	0.0343294	247	6948	4	1	
SplitLumpNodesRevJumpSampler	0.0376808	271	6921	4	10	
SplitLumpNodesRevJumpSampler	0.0124111	89	7082	4	100	
TreeScaler	0.522556	973	889	1	0.0470193	
generation 10000:
name	prop_accepted	number_accepted	number_rejected	weight	tuning_parameter
NeighborHeightNodePermute	0.00288018	35	12117	6	none	
NeighborHeightNodeSwap	0.00235373	28	11868	6	none	
GlobalHeightSizeMixer	0.40377	814	1202	1	0.0365066	
GlobalHeightSizeRateScaler	0.464697	928	1069	1	0.0322795	
GlobalNodeHeightDirichletOperator	0.389559	10104	15833	1	0.000179913	
GlobalPopSizeScaler	0.46576	925	1061	1	0.0544141	
NodeHeightDirichletOperator	0.639272	7693	4341	6	0.00844619	
NodeHeightMover	0.401527	4785	7132	6	0.00023255	
NodeHeightScaler	0.554513	6561	5271	6	0.0909443	
NodeHeightSlideBumpScaler	0.549125	6623	5438	6	0.0949033	
NodeHeightSlideBumpSwapScaler	0.609236	7309	4688	6	0.0783696	
RootHeightScaler	0.503642	13139	12949	1	0.0425822	
SplitLumpNodesRevJumpSampler	0.0332625	266	7731	4	1	
SplitLumpNodesRevJumpSampler	0.0366846	293	7694	4	10	
SplitLumpNodesRevJumpSampler	0.0113864	91	7901	4	100	
TreeScaler	0.520681	1070	985	1	0.0472128	
