generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-94227.0764977880172	10.6258510598787268	1	1	1	0.0133363956090295707	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-92691.5901950896223	19.7169781593052633	1	1	3	0.0124859456270372243	1	0.5	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211	0.000516707602076828211
20	-90948.2945212625054	30.111155550152489	1	1	5	0.0108491863448919364	1	0.5	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464	0.000531209673182043464
30	-89364.263171110666	40.5387835868642838	1	1	7	0.0118943044452458624	1	0.5	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733	0.000538368366566977733
40	-87940.2965810529422	57.3860986606786625	1	1	10	0.0116550122913958269	1	0.5	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092	0.000583888625196456092
50	-86818.0884324129584	58.4643203062402677	1	1	10	0.0108187913565811651	1	0.5	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313	0.000607686990407510313
60	-86084.3741858931171	61.0912431610235274	1	1	10	0.00895315685574246158	1	0.5	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337	0.000643981734864891337
70	-85096.103450225186	55.7047162674834624	1	1	9	0.0091188188812074706	1	0.5	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772	0.000659798663508457772
80	-84645.8441765299358	61.128662473263347	1	1	10	0.0103240455932087603	1	0.5	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661	0.000701224080048008661
90	-84551.5040297320957	62.1450615727952709	1	1	10	0.00986654405478078894	1	0.5	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748	0.000728668370596922748
100	-84503.3200635009416	66.7243310582042568	1	1	11	0.0100431565072855132	1	0.5	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717	0.000711577247843935717
110	-84486.9982209132286	61.5275361918366883	1	1	10	0.0101872963732231002	1	0.5	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491	0.000717861722401884491
120	-84480.3693464284006	61.3883814510998178	1	1	10	0.0102137020684016939	1	0.5	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863	0.000715572183857335863
130	-84474.1475081585086	61.1443856463634106	1	1	10	0.0101185780811476923	1	0.5	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654	0.000707764038764299654
140	-84474.7577757654362	56.3046965653989417	1	1	9	0.00993912210396365702	1	0.5	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403	0.000717240907090649403
150	-84474.0254410559573	65.9888024390707528	1	1	11	0.0104098594234518574	1	0.5	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101	0.000712066043458458101
160	-84469.8566722014511	65.8349599411709647	1	1	11	0.0104096512859504896	1	0.5	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249
170	-84474.1742707718222	65.5336430353975032	1	1	11	0.0103269293134819421	1	0.5	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249	0.000712400062950603249
180	-84467.0430553241313	61.1360898752042488	1	1	10	0.0100788555909190215	1	0.5	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784	0.000718780278553027784
190	-84466.5943774687039	65.7321715539655997	1	1	11	0.0103843958037782656	1	0.5	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549	0.00072467317383814549
200	-84468.5445530942525	61.0182892840038136	1	1	10	0.0100263027929367674	1	0.5	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977	0.000728596318137157977
210	-84475.8049070755951	56.2461294754296404	1	1	9	0.0100837025916797711	1	0.5	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069	0.000704370516942584069
220	-84469.4968539443944	61.0465959763463317	1	1	10	0.0101909103043554359	1	0.5	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317	0.000721248100335069317
230	-84468.9748317148478	60.8453374007505232	1	1	10	0.010378903537259036	1	0.5	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623	0.000719985328970168623
240	-84469.0261084973317	60.6693271204468658	1	1	10	0.0105318514640645108	1	0.5	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212	0.00073027410863259212
250	-84470.3853696874285	61.1477999361858906	1	1	10	0.0103801654917940848	1	0.5	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971	0.000716390664001991971
260	-84467.5049359934201	60.7740358656474626	1	1	10	0.0103997537386570811	1	0.5	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649	0.000725930555263467649
270	-84477.2637869587634	56.0339900462392535	1	1	9	0.00988847147678877103	1	0.5	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854	0.00073383830095367854
280	-84476.792948426315	54.4799374426130356	1	1	9	0.0101052274003014982	1	0.5	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924	0.000705026337906326924
290	-84472.7005315304996	65.9718118024158287	1	1	11	0.010214167242964374	1	0.5	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985	0.000713076655186978985
300	-84467.7507811286341	61.0301775625495395	1	1	10	0.0104259916334883893	1	0.5	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852	0.000710331198849686852
310	-84471.7183786261594	60.7355669702886871	1	1	10	0.0106489582672261805	1	0.5	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021	0.000726333350713666021
320	-84468.0873169500119	61.1139109036790842	1	1	10	0.0103016491247924103	1	0.5	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265	0.000715301591686495265
330	-84469.6517959120247	61.2736681576624989	1	1	10	0.0101811504839291345	1	0.5	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754	0.000713884087882613754
340	-84470.9743609701254	60.8868788833775838	1	1	10	0.0100724864985799537	1	0.5	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392	0.000716810764739772392
350	-84471.7662920282164	56.0491586853410837	1	1	9	0.0100877969529054885	1	0.5	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407	0.000732742738138204407
360	-84475.801082018108	55.9913720010414835	1	1	9	0.0105144351147890957	1	0.5	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991	0.000731346912992185991
370	-84476.813292833147	60.6156563281906386	1	1	10	0.00992779071821011522	1	0.5	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832	0.000748230334958612832
380	-84473.1304166798509	56.1085634936539037	1	1	9	0.0100219901437195811	1	0.5	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666	0.000731327842806391666
390	-84468.8174148056423	61.1916460298698723	1	1	10	0.0102218436441138642	1	0.5	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317	0.000708005625813121317
400	-84472.8207874066429	61.299447512383054	1	1	10	0.00990588967176539437	1	0.5	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482	0.000690023314681961482
410	-84472.5006111704715	60.8859471279336262	1	1	10	0.0102112935016149334	1	0.5	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293	0.000741169084216929293
420	-84469.2263080368139	65.885500433539093	1	1	11	0.00990564369896473028	1	0.5	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916	0.000743373675510491916
430	-84472.4434040248598	60.4601850244361856	1	1	10	0.0104596120620434226	1	0.5	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043	0.000761673632217416043
440	-84473.5371828993375	60.6799487953239307	1	1	10	0.0104578026230928971	1	0.5	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993	0.000749206904611618993
450	-84471.8731387303851	61.1820885939644228	1	1	10	0.0100758502123560242	1	0.5	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763	0.000717338353762637763
460	-84470.2360686750326	60.8585557452445727	1	1	10	0.01027551127210608	1	0.5	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944	0.000714039482217271944
470	-84468.7747308729595	60.8491360405114676	1	1	10	0.0105023745774015364	1	0.5	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288	0.000726528529572038288
480	-84466.0777607001801	60.8463022812048848	1	1	10	0.0103419122284943085	1	0.5	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209	0.000729559624249045209
490	-84467.0171497280098	60.8507811339892513	1	1	10	0.0102371029731553303	1	0.5	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514	0.000724972998932865514
500	-84467.2409801376925	61.0369147635917528	1	1	10	0.0101559236881209949	1	0.5	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573	0.000724284945423645573
510	-84471.2986893654597	61.2319137736263883	1	1	10	0.00998283363291200578	1	0.5	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106	0.00071390225989267106
520	-84476.7354698971176	56.0579099765270072	1	1	9	0.0103720494282458081	1	0.5	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074	0.000733134884177397074
530	-84477.3687548170419	56.2732019044067542	1	1	9	0.00968634810471933998	1	0.5	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915	0.000718834283393009915
540	-84475.1200186556671	55.7103806249305649	1	1	9	0.0107735354627042021	1	0.5	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001	0.000732738628612096001
550	-84475.7798360613524	60.7685109118325215	1	1	10	0.0100611412383397759	1	0.5	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597
560	-84472.0599342147761	60.7204231160191696	1	1	10	0.0102451302495520612	1	0.5	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597	0.000743862991916725597
570	-84472.9003590737993	56.0677091403591774	1	1	9	0.0102134929847212241	1	0.5	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363	0.000728040419797330363
580	-84476.9861585208564	56.0257351892241573	1	1	9	0.0100140107821775192	1	0.5	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694	0.000754729263863648694
