generation	ln_likelihood	ln_prior	alpha_of_height_beta_prior	beta_of_height_beta_prior	number_of_heights	root_height	mutation_rate	freq_1	pop_size_root	pop_size_quercicus	pop_size_terrestris	pop_size_fowleri	pop_size_americanus	pop_size_woodhousii	pop_size_speciosus	pop_size_punctatus	pop_size_microscaphus	pop_size_cognatus	pop_size_hemiophrys	pop_size_baxteri	pop_size_debilis
0	-118214.2281877848	11.9505024452613462	1	1	1	8.98817552033779173e-05	1	0.5	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001	0.00050000000000000001
10	-114985.293673670763	48.2819170972136362	1	1	5	0.000114069068122385183	1	0.5	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024	0.000490204501941903024
20	-113098.942282396107	30.2175482968326605	1	1	3	0.000129180128525929218	1	0.5	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677	0.000482090172723007677
30	-111311.421356202191	38.9180997896828913	1	1	4	0.000145583851257717194	1	0.5	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242	0.000475745392391421242
40	-107860.332452921633	47.5876890135790234	1	1	5	0.000191243592474495719	1	0.5	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963	0.000463202888263444963
50	-104839.844714607301	46.3939895933301898	1	1	5	0.000230687109095392668	1	0.5	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593	0.000445044083405293593
60	-102432.646854746388	62.661439722426266	1	1	7	0.000278683968604043111	1	0.5	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082	0.000429928806302840082
70	-99176.4835102603538	61.2430295375055067	1	1	7	0.000369457366292119422	1	0.5	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487	0.000419080821317897487
80	-96374.5351947634335	75.8740593735602289	1	1	9	0.000485123396896391143	1	0.5	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975	0.000393430889426223975
90	-94488.2693857654522	73.4251889639617445	1	1	9	0.000564063898852574359	1	0.5	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143	0.00038892054941360143
100	-92520.0981109265413	57.2762177868324827	1	1	7	0.000721907227436738644	1	0.5	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557	0.00038313193507629557
110	-91146.3724519650132	48.8592193037096649	1	1	6	0.00089613652131960821	1	0.5	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699	0.000374298794682162699
120	-89405.8164150998346	55.1918916197341929	1	1	7	0.00110809635144019578	1	0.5	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543	0.000347707893547036543
