latitude,longitude,scientific_name
38.958422,-75.92761,Anaxyrus fowleri
32.838342,-93.915444,Anaxyrus fowleri
35.526257,-87.438982,Anaxyrus fowleri
37.56255,-89.443427,Anaxyrus fowleri
30.47282,-94.34535,Anaxyrus fowleri
30.577815,-94.6424229999,Anaxyrus fowleri
38.962835,-77.1974,Anaxyrus fowleri
31.3783434747,-93.6505627255,Anaxyrus fowleri
31.311638,-93.70249,Anaxyrus fowleri
36.988761,-76.648782,Anaxyrus fowleri
32.838385,-93.915332,Anaxyrus fowleri
32.80389,-96.01006,Anaxyrus fowleri
32.9738270756,-96.0638457568,Anaxyrus fowleri
32.838496,-93.915439,Anaxyrus fowleri
38.758849,-77.116707,Anaxyrus fowleri
33.382511,-84.613921,Anaxyrus fowleri
,,Anaxyrus fowleri
36.007772,-78.919731,Anaxyrus fowleri
32.838442,-93.915338,Anaxyrus fowleri
32.83845,-93.915341,Anaxyrus fowleri
30.4782116667,-90.9809583333,Anaxyrus fowleri
30.477151,-90.988365,Anaxyrus fowleri
30.47590603,-90.99059442,Anaxyrus fowleri
30.478032,-90.988198,Anaxyrus fowleri
37.905385,-75.338082,Anaxyrus fowleri
30.80626845,-92.29553221,Anaxyrus fowleri
30.5531216667,-95.6438833333,Anaxyrus fowleri
32.838441,-93.915325,Anaxyrus fowleri
31.9351122296,-95.8841733915,Anaxyrus fowleri
31.917155,-95.8946916667,Anaxyrus fowleri
31.917155,-95.8946916667,Anaxyrus fowleri
31.934491,-95.88334,Anaxyrus fowleri
31.9349,-95.88539,Anaxyrus fowleri
31.93446,-95.88248,Anaxyrus fowleri
31.93052,-95.88113,Anaxyrus fowleri
31.93052,-95.88113,Anaxyrus fowleri
31.9351406097,-95.8836898804,Anaxyrus fowleri
37.373663,-88.926733,Anaxyrus fowleri
37.37735,-88.929031,Anaxyrus fowleri
39.099275,-76.583605,Anaxyrus fowleri
33.764763,-95.566162,Anaxyrus fowleri
31.442051,-93.759684,Anaxyrus fowleri
30.5582716667,-95.64128,Anaxyrus fowleri
39.026456,-76.795289,Anaxyrus fowleri
38.9427183333,-76.696495,Anaxyrus fowleri
35.67707,-79.180415,Anaxyrus fowleri
32.476121,-84.965824,Anaxyrus fowleri
35.770138,-78.74176,Anaxyrus fowleri
35.972019,-79.019122,Anaxyrus fowleri
37.343993,-77.187151,Anaxyrus fowleri
38.755458,-75.733998,Anaxyrus fowleri
38.757864,-75.735206,Anaxyrus fowleri
38.757927,-75.735109,Anaxyrus fowleri
38.964916,-77.152392,Anaxyrus fowleri
32.3897555811,-94.5245195034,Anaxyrus fowleri
39.099275,-76.583605,Anaxyrus fowleri
39.099275,-76.583605,Anaxyrus fowleri
39.099275,-76.583605,Anaxyrus fowleri
39.243858,-76.595868,Anaxyrus fowleri
37.376221,-88.930413,Anaxyrus fowleri
39.0312055,-76.7879333333,Anaxyrus fowleri
39.0275416667,-76.7947616667,Anaxyrus fowleri
39.030575,-76.788505,Anaxyrus fowleri
39.077693,-76.771903,Anaxyrus fowleri
30.6004448784,-94.2454443894,Anaxyrus fowleri
38.954934958,-76.9856007441,Anaxyrus fowleri
31.3488,-94.313037,Anaxyrus fowleri
41.1636088771,-74.2665201296,Anaxyrus fowleri
39.889485,-87.207312,Anaxyrus fowleri
39.889485,-87.207312,Anaxyrus fowleri
35.779915,-78.506316,Anaxyrus fowleri
32.838415,-93.915491,Anaxyrus fowleri
38.98719,-77.250783,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
39.026352,-87.890625,Anaxyrus fowleri
38.757278,-75.727508,Anaxyrus fowleri
38.9971109,-75.786156,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
37.8994235757,-78.0241296288,Anaxyrus fowleri
41.1496095532,-87.4634504461,Anaxyrus fowleri
39.73498,-74.729973,Anaxyrus fowleri
39.282398,-75.478956,Anaxyrus fowleri
35.3389135086,-91.2212921879,Anaxyrus fowleri
38.395576,-76.42475,Anaxyrus fowleri
38.891225,-76.148835,Anaxyrus fowleri
38.891225,-76.148835,Anaxyrus fowleri
40.373905,-89.9803083333,Anaxyrus fowleri
40.385387,-89.976679,Anaxyrus fowleri
40.227752,-83.854563,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
32.4903966667,-94.7801466667,Anaxyrus fowleri
39.451719,-74.412534,Anaxyrus fowleri
38.89707133,-76.9987679121,Anaxyrus fowleri
36.615607,-78.495624,Anaxyrus fowleri
37.545819,-77.511023,Anaxyrus fowleri
36.475134,-84.681586,Anaxyrus fowleri
38.771286,-76.709039,Anaxyrus fowleri
35.809956,-78.71576,Anaxyrus fowleri
37.584454,-89.440028,Anaxyrus fowleri
31.5929116826,-95.0828381376,Anaxyrus fowleri
31.9177033333,-95.897155,Anaxyrus fowleri
31.9330383333,-95.8798,Anaxyrus fowleri
32.7187123846,-92.8391746925,Anaxyrus fowleri
33.390585,-84.6032716667,Anaxyrus fowleri
37.91617,-89.918654,Anaxyrus fowleri
36.981163,-90.184535,Anaxyrus fowleri
31.855475,-91.763618,Anaxyrus fowleri
29.944777,-93.079154,Anaxyrus fowleri
30.4622,-94.3504,Anaxyrus fowleri
32.4533032402,-94.647536653,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
38.9971183333,-76.8522333333,Anaxyrus fowleri
